label_id	feature 1_mKate2rab11_TFOR_pca_measured	feature 2_mKate2rab11_TFOR_pca_measured	feature 3_mKate2rab11_TFOR_pca_measured	feature 4_mKate2rab11_TFOR_pca_measured	feature 5_mKate2rab11_TFOR_pca_measured	feature 6_mKate2rab11_TFOR_pca_measured	feature 7_mKate2rab11_TFOR_pca_measured	feature 8_mKate2rab11_TFOR_pca_measured	feature 9_mKate2rab11_TFOR_pca_measured	feature 10_mKate2rab11_TFOR_pca_measured	feature 11_mKate2rab11_TFOR_pca_measured	feature 12_mKate2rab11_TFOR_pca_measured	feature 13_mKate2rab11_TFOR_pca_measured	feature 14_mKate2rab11_TFOR_pca_measured	feature 15_mKate2rab11_TFOR_pca_measured	feature 16_mKate2rab11_TFOR_pca_measured	feature 17_mKate2rab11_TFOR_pca_measured	feature 18_mKate2rab11_TFOR_pca_measured	feature 19_mKate2rab11_TFOR_pca_measured	feature 20_mKate2rab11_TFOR_pca_measured
1	1.335796943538852	-0.4313112770907368	-1.5087466144549972	3.7902485905143855	0.1167394776083981	-1.0094669142127024	-0.4623253841249521	0.833056585263962	0.2086704742803566	-0.6039209649797287	-2.370694635993208	-0.6431565201886175	-0.5153262186363229	-0.4828551106369565	-1.4585429422826732	-0.3867496723533771	-0.0378719904158983	-0.6234833933294426	0.3388925761057577	0.5579911285823606
2	0.5462906472058544	-1.7897254153256243	1.4459815218256356	1.6039170053026015	-0.9788835473655652	1.4007823791795646	-0.0056128850102474	0.449871542022467	0.1720357178517056	-0.334457952257468	-1.248669525142246	-0.2180095521391787	0.8169144725748393	1.2229322576485049	0.3221899793798876	1.4935734102660951	-0.0087551397098967	0.3275315401899552	0.4065007870684137	-0.1316291965929545
3	0.6893799775311581	1.365231472223046	1.0320961208591697	2.479748951769885	3.3916850182406004	4.92144387364063	-3.4904622731717567	-0.3580121717291388	1.7968590041556378	1.9806238547952089	1.5443091869359162	-0.4393169946852088	-1.5571438389863452	0.491572873234589	-0.1415628076824169	-0.0698028693373592	0.3842614897325565	0.3758701784721969	1.6642144422539975	-0.3412409082097912
4	-0.0813341489592817	0.5736248324444511	-1.578361716178773	1.30574839469892	0.0598623523925999	-1.5252918939253728	1.4733489497667822	0.2929409260161582	1.4177109741411955	-2.1042777215948565	-1.5723280095454022	-0.2940445777216339	-0.0872305668118388	0.3617559900087167	-0.8649613548796959	0.1114669427609086	0.0404787569578044	0.2655001584912049	-0.4752191018242219	0.3204934061234213
5	0.6737711774780831	-0.5933222220676033	4.974707697503567	2.559077643142417	-0.5661188360007798	-1.9683369911704656	1.8222959499169047	-1.2307912688904303	-0.2741066250395124	1.633620890449747	-0.3721199873776361	1.2740191065373558	1.3268237172352486	1.4043522413488083	0.2815352020384222	-0.8263615090541178	-1.0904790335164136	0.4197144438072981	0.2511046049646083	0.1267793081332171
6	1.0203645524453837	-0.7839182591584044	1.7629554356682924	1.5861022751014595	-1.7015004024849318	1.0248403525490748	2.0001371304980813	-0.6033379999584371	1.2715824273284893	0.1060781874843238	-0.2705915129969374	2.533195769984708	0.0683920649753737	-0.266800339994006	-1.1535835980157112	-0.0931864816082949	0.2597272229108186	0.3442698965545481	-0.8137383100043665	-0.1841416375822805
7	3.2760146556811947	2.935064604791191	-2.7942341430895863	5.254624867021472	-0.1012313429218738	2.173947050527405	-2.052446295665192	-2.6242334931914604	1.3222836271212235	1.3833490977070086	0.943055787900279	-0.7882965526904088	-0.4153091732044439	-1.408563228572979	2.224542487503508	0.8165793264460941	-0.2234903628057262	-0.2367539600885518	-0.9923465093160893	-0.1581934260563955
8	-0.4162888133831741	-4.650850514218406	-1.1400282507594182	3.377036867941953	1.0848987300567263	-1.190472648071991	0.0748053007972876	-1.125988050183863	0.3404326460374939	-0.5383469134412864	-0.784305679697185	0.3076170386032965	0.5328649333432011	-0.8504491078654661	0.2079310910029041	0.5542044295848045	0.1322173840116401	0.5864761494064654	0.7707741171974691	-0.0427808431667101
9	3.9044731077063166	-4.59231388879078	4.325666956186813	3.6206975343620966	-0.3405377901541419	-1.0811301966294944	3.0629091646901294	3.2840964277214173	0.6187591935308312	0.0798932129587139	0.7223489148881841	-0.901891948198648	0.2588855304239071	-1.1460544001843165	0.5071393888389442	-0.2839960451437172	0.8035371026588495	0.1172341973626282	0.6269917167967612	0.3891462180031967
10	3.53399511239209	6.436873668947856	1.2513049076930305	1.6883933852730408	-2.871409126051669	-2.7449756194172297	-3.347693950315634	0.4476188564379857	2.4416668817648595	1.3189394199458426	0.0451263699384807	2.44214867449353	-0.209669198151755	0.62768566656548	-0.0813351544877729	1.4245249912637856	0.1945052553126493	-0.531302398981474	-1.6152018126419707	-0.995390302802837
11	3.8396667110240967	1.1409939895093468	4.580818795209707	3.33662613365508	-1.8964326610518216	-1.9206326037527608	-0.3585656195527094	-3.182699284658148	-0.4893177435428957	-0.8193724611334532	2.1459303177686344	3.1537019291383768	-2.5231364631418645	3.525383860723223	-0.9187678931897204	-0.7052795032547438	0.3090172310581832	-0.1775238719948194	0.066941295427626	2.516237541259825
12	-2.473346475581259	-0.9928807008247188	-2.071303123437454	-1.7410827495812833	0.1801467523289667	0.103356004792488	-2.0834199390490498	0.2173902624336948	-0.8487674735886149	0.1323020185819716	-0.0717162325462144	-2.178120685116614	-0.9690941254858974	0.9451001364018748	-1.0411295333470176	0.5653346230184783	-0.9856203683418242	-0.2187268341580031	-0.8832410993977505	1.6384269075891449
13	0.2005612871089613	-0.3061887156732314	-0.9567427253139952	3.332465894834048	1.158412602999188	-2.375852936214516	-0.2635439508150989	-0.6080577084928298	1.5513946992949907	0.3812558792943698	-0.1037611139348608	-0.2772765396106567	-0.1181528351465189	-0.2322849721213273	-0.2401463774193343	-0.3381091395562285	-0.8010384870472349	-0.5286478668995596	0.5858279283597674	0.3800951878584367
14	-0.2849023454771395	-1.7591402815889308	3.217693992889128	0.8132615164186023	0.1445006850407115	0.4310536169481278	-2.7053399057916794	0.2040624197380581	2.459873117758381	1.2869644502548376	-1.0614308532345724	-0.2050053429220373	1.949271936597864	0.300553268109742	-0.2338932925264635	-0.5673262710149205	0.4299813895287002	-0.6973548137206517	0.1023151798095509	0.1962231407553664
15	0.4323051033348626	-4.044574272546464	3.1471772862370337	-1.0412969334938706	-0.3995891175509217	0.1448501827418711	-1.4651314964546949	0.7432646766660651	3.3765744317286583	-0.1285439178712037	0.2786957447692318	-0.5235918497717122	0.2797652900663988	0.5238291699378628	-1.1503771338994655	0.384259481795241	0.4447676081049452	-1.5336913927202132	0.3716444843652621	0.7477015158376328
16	-0.3763224113403612	-1.759703585491117	5.733124156956048	-0.9449889165805002	0.6173348154392685	0.7253180581402161	-0.7515002650514557	-1.1171249231713127	1.557035034742588	0.3930566952197197	0.9022366084573634	-0.2772799523325026	0.161485705186763	0.2214804108161342	-1.333317771885374	1.0456221580847171	0.3553382250724066	0.0679022522601698	0.6715067320093896	-0.5843054165799718
17	-1.216287518253398	-0.8988760399125728	-1.9285882605658504	0.7792839659228249	-0.0827064269060237	2.177998601724426	-1.1419809908720815	1.681419455684266	0.6385977163958266	-1.012270257924155	-1.667580358157008	-0.1333380801595416	1.1013554050883434	0.7905482542839484	-0.4345958367698056	-0.4492149780716015	-0.0604391137205889	-0.1217603728743943	0.8579051605019182	0.0897016916471782
