label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	2
9	2
10	1
11	1
12	4
13	1
14	1
15	2
16	2
17	2
18	2
19	2
20	1
21	1
22	1
23	2
24	2
25	2
26	3
27	3
28	2
29	1
30	2
31	2
32	1
33	1
34	1
35	2
36	2
37	3
38	1
39	1
40	2
41	2
42	1
43	2
44	1
45	1
46	1
47	2
48	1
49	1
50	1
51	1
52	3
53	1
54	1
55	1
56	1
57	3
58	1
59	1
60	1
61	3
62	2
63	2
64	1
65	2
66	2
67	1
68	3
69	1
70	2
71	3
72	3
73	2
74	2
75	2
76	1
77	1
78	2
79	1
80	1
81	1
82	2
83	1
84	1
85	2
86	2
87	4
88	4
89	2
90	1
91	2
92	2
93	1
94	2
95	4
96	2
97	2
98	2
99	2
100	2
101	2
102	2
103	2
