label_id	PC 1_b4galT1tagRFPt_TFOR_pca_predicted	PC 2_b4galT1tagRFPt_TFOR_pca_predicted	PC 3_b4galT1tagRFPt_TFOR_pca_predicted	PC 4_b4galT1tagRFPt_TFOR_pca_predicted	PC 5_b4galT1tagRFPt_TFOR_pca_predicted	PC 6_b4galT1tagRFPt_TFOR_pca_predicted	PC 7_b4galT1tagRFPt_TFOR_pca_predicted	PC 8_b4galT1tagRFPt_TFOR_pca_predicted	PC 9_b4galT1tagRFPt_TFOR_pca_predicted	PC 10_b4galT1tagRFPt_TFOR_pca_predicted	PC 11_b4galT1tagRFPt_TFOR_pca_predicted	PC 12_b4galT1tagRFPt_TFOR_pca_predicted	PC 13_b4galT1tagRFPt_TFOR_pca_predicted	PC 14_b4galT1tagRFPt_TFOR_pca_predicted	PC 15_b4galT1tagRFPt_TFOR_pca_predicted	PC 16_b4galT1tagRFPt_TFOR_pca_predicted	PC 17_b4galT1tagRFPt_TFOR_pca_predicted	PC 18_b4galT1tagRFPt_TFOR_pca_predicted	PC 19_b4galT1tagRFPt_TFOR_pca_predicted	PC 20_b4galT1tagRFPt_TFOR_pca_predicted
1	3.3998157081988283	-0.1114606064224971	-3.6353397945484303	0.0981178346233657	-0.5702202079323253	0.8037853891853475	-1.6744751935151538	-0.0015106621549432	1.0624209513400211	1.1021233305898008	-0.5734269143602735	-0.5584832456516722	-0.3897277315149415	-0.9251527373096796	-0.1717129479007497	-0.6095129786539268	-0.0476252784151636	-0.2215426716614492	-0.150840156795579	-0.1858053027568309
2	2.697433321391129	4.685796433814218	3.6898137915432994	2.3263099478895266	-2.7160926077705154	-1.6543995005371874	-0.1901708390400789	-0.6002066997749662	-0.8136976565662217	-0.4123657578023987	-0.4590650277048251	-0.4203910043302432	1.0929871158493187	0.9704256531560748	-0.7422851663993506	0.26226272284809	-0.42655692287268	0.1360864728819495	0.6189967299249932	0.2751816921762136
3	5.921523083087823	-2.797501388442832	-3.6786752713490647	3.874024633031513	-0.5208174394348848	0.7910912000039696	0.1198173914384557	0.4125879777483472	1.2393798859436571	-0.035818033068385	1.6778389375440017	-0.7527577019346161	-0.4305804695685536	0.538033568310021	-1.329508990622783	-0.2338915500358624	0.2946542831168071	-0.1752542742009593	0.4338921735306431	0.3356852843491951
4	6.940419739909832	3.9015494449715686	-0.7103682494112078	-0.7903311855925925	0.3823368345963739	0.4061522484695965	-2.2586513495411817	-0.4154592970668826	-0.9603818011617756	-0.1872470664544543	-0.6792136768020154	-1.4875777610564107	-0.9626998920136244	0.2709032410201015	-0.6781140567642532	0.018610451200709	0.4758255582916757	0.2936318379716953	0.2167794825481006	-0.2670402040924293
5	4.877303175632066	1.6032303896827251	-4.455607288932595	2.315156055712193	-1.817585042530221	1.4063445632188172	-0.9504242849538582	0.5222192132497934	0.6311123905975804	0.5860317012039139	0.474789275414589	0.0165381264944137	-1.4581677998822682	-0.1735118722514836	-0.5305621162533165	0.2196214461594201	-0.1152063758344528	-0.6195268385730548	-0.1351521095271988	-0.0629757260280867
6	2.1738119981093345	4.6607424411191465	-3.831312019181056	1.3970785687744285	-0.5431175320849373	1.1196685294020456	-0.3427761702553771	-0.1046952390267474	-0.4698628747894511	-0.4609540194473538	-1.381032873660563	0.8080823322938429	0.938859062120404	0.3442230992900843	-0.8545484003135919	0.1434620341369146	-0.1957887231289337	-0.3563162845791543	0.0807335610236943	0.2633026034584866
7	3.931443764624428	-1.73446935113094	-1.7202533372520468	1.057311862162002	-3.5089429482583503	-1.2989758782695082	0.0663257833839021	0.8732723243712239	-2.0591593146695844	0.7960499701072152	0.9771914714369804	-0.6542693793236403	-0.0483424437152811	-0.4818504660185698	-0.689403970313665	0.7312689545416702	0.5069949856976248	0.1257629392345054	0.2384901845253455	0.3693768084809279
8	6.948616416460076	-0.729447200866275	1.2088691591546372	0.4079817928097671	-2.29412344834025	0.7754939191820407	-1.7656125123304391	0.5169739906429729	0.3875990304516512	1.124228570521029	0.8046427988343392	-0.9944593852845216	-1.8872938802377948	0.1850855055773241	-0.0740067534526294	0.0189183367006022	0.4290757913862617	-0.0676637461394553	-0.520999210301363	0.0164732325837868
9	3.7904320100764206	-4.527177201365308	-2.941745663737504	1.0704875729207468	-4.075210103874034	-0.6317248514729945	-0.2266844120266857	0.6176479806318287	0.3545729828012276	0.5461040864762758	1.6619134441434358	-1.9074284866606208	1.0378392269038452	0.1609042477732611	-1.318056248501739	0.2413404285315343	0.288927092887737	0.4473082696203365	-0.0355868096018501	0.0552781789964051
10	5.257414026556129	1.3272079224654405	-0.2199589366452812	2.206263771585213	0.1292182000002999	-0.5330957088480721	-0.2067409188682245	1.603164171656149	-0.6223326097303841	1.4045410179370166	1.3108515252499149	0.3674703729729813	-1.3293765935827933	1.528749123574259	0.6328312436025612	0.5724849819735787	-0.1002440063372762	-0.1672325662018605	0.8447880953129487	0.4116614315557414
