label_id	Annotated Archetype
1	1.0
2	
3	
4	4.0
5	
6	
7	
8	1.0
9	
10	
11	
12	2.0
13	
14	
15	
16	
17	1.0
18	2.0
19	
20	
21	
22	
23	
24	
25	
26	
27	
28	4.0
29	
30	2.0
31	
32	
33	
34	3.0
35	4.0
36	1.0
37	
38	
39	2.0
40	4.0
41	
42	
43	
44	
45	
46	
47	
48	
49	
50	2.0
51	2.0
52	3.0
53	3.0
54	2.0
55	
56	2.0
57	2.0
