label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	3
6	1
7	4
8	1
9	1
10	3
11	1
12	1
13	1
14	2
15	1
16	1
17	2
18	2
19	1
20	1
21	1
22	2
23	2
24	2
25	3
26	2
27	1
28	1
29	1
30	2
31	2
32	1
33	4
34	2
35	2
36	1
37	4
38	2
39	1
40	1
41	1
42	2
43	3
44	2
45	1
46	3
47	4
48	1
49	1
50	1
51	1
52	2
53	1
54	4
55	2
56	2
57	2
58	3
59	4
60	3
61	2
62	2
63	1
64	2
65	2
66	3
67	1
68	1
69	1
70	2
71	2
72	2
73	3
74	1
75	4
76	2
77	2
78	3
79	2
80	2
81	2
82	2
83	3
84	2
85	4
86	2
87	2
88	3
89	2
90	2
91	2
92	2
93	2
94	1
95	3
96	4
97	2
98	2
99	2
100	2
101	2
102	2
103	2
104	2
105	2
106	2
107	2
108	4
109	2
110	2
111	2
112	4
