label_id	Predicted Archetype
1	1
2	2
3	2
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	4
15	1
16	1
17	4
18	2
19	1
20	2
21	2
22	2
23	2
24	2
25	2
26	2
27	1
28	2
29	4
30	2
31	1
32	1
33	4
34	2
35	2
36	2
37	2
38	2
39	1
40	1
41	1
42	2
43	1
44	1
45	1
46	1
47	4
48	1
49	2
50	1
51	1
52	1
53	1
54	4
55	2
56	2
57	2
58	1
59	1
60	2
61	4
62	2
63	1
64	1
65	1
66	2
67	1
68	1
69	1
70	2
71	1
72	4
73	4
74	1
75	2
76	1
77	2
78	1
79	2
80	2
81	4
82	1
83	2
84	2
85	2
86	2
87	2
88	1
89	2
90	2
91	2
92	2
93	1
94	1
95	2
96	4
97	2
98	1
99	2
100	1
101	2
102	2
103	4
104	4
105	2
106	2
107	4
108	4
109	4
110	4
111	4
112	4
