label_id	PC 1_NLStdTomato_CFOR_pca_predicted	PC 2_NLStdTomato_CFOR_pca_predicted	PC 3_NLStdTomato_CFOR_pca_predicted	PC 4_NLStdTomato_CFOR_pca_predicted	PC 5_NLStdTomato_CFOR_pca_predicted	PC 6_NLStdTomato_CFOR_pca_predicted	PC 7_NLStdTomato_CFOR_pca_predicted	PC 8_NLStdTomato_CFOR_pca_predicted	PC 9_NLStdTomato_CFOR_pca_predicted	PC 10_NLStdTomato_CFOR_pca_predicted	PC 11_NLStdTomato_CFOR_pca_predicted	PC 12_NLStdTomato_CFOR_pca_predicted	PC 13_NLStdTomato_CFOR_pca_predicted	PC 14_NLStdTomato_CFOR_pca_predicted	PC 15_NLStdTomato_CFOR_pca_predicted	PC 16_NLStdTomato_CFOR_pca_predicted	PC 17_NLStdTomato_CFOR_pca_predicted	PC 18_NLStdTomato_CFOR_pca_predicted	PC 19_NLStdTomato_CFOR_pca_predicted	PC 20_NLStdTomato_CFOR_pca_predicted
1	0.6378056340908449	1.488007569943972	0.3079877234273588	0.0267117058657648	-0.1951071090899079	-0.5813592246802194	0.0255741284973115	0.666993416359606	-0.0970586474703105	0.1252054433102267	0.1193106242053391	-0.0790666266812959	-0.0892151809298803	-0.1017986314031996	-0.0018384290815929	0.0214204872415502	0.1040584203847515	-0.1762469493602683	0.0561332259116489	0.0179738476566369
2	3.6471548114803927	0.6915198431159921	0.0632228671586181	0.1812753565435065	-0.4692261458768624	0.0402974420541135	-0.3907506144596062	0.0486044585480019	0.0022751955883524	0.0310714420675964	0.0403279809241752	-0.0163627872368236	-0.1702121290602353	-0.0689358025577226	0.0933085448480844	-0.0527391172803435	0.075294962931008	0.0023399588680722	-0.0711929589003945	0.0292778706288185
3	3.2842906546443214	1.6313883223358183	0.909706502708294	-0.4001010170850639	-0.9662946730981212	-0.7534169426353416	-0.0677835899183659	0.9002423120863935	-0.6568556438426785	0.1954928951509834	0.2284711215492647	-0.0174574215498701	-0.0381705685592847	-0.1053219323837168	0.0462760636051479	-0.1339233849443086	0.1317351685861711	-0.2064235072005354	-0.0253522003428603	0.0084990113602347
4	1.7862352226160163	0.2014164859656399	2.3123487543767447	-1.7351558523089623	-0.676475273908021	-0.0257781639162784	-0.0659890783871046	0.9752636197541434	-0.2803321267216697	-0.0644178162728412	0.4336326032571891	0.0929603119245566	-0.1290873950881596	0.0864554899878092	0.2021265709555763	-0.2314733139367514	0.1044852018349463	-0.0995006346269979	-0.0796894015617419	0.0146620509469952
5	-2.0335299914115	-0.6004554118803928	-1.199324337650708	1.040984280200455	0.2281718510561404	0.2417364245370075	0.2090578017866374	-0.1057576820515081	0.0697614944028399	-0.0268935855075683	0.0139260914630625	-0.1141070158686047	0.1544589188143044	0.0028472814507929	-0.0261797284438638	-0.0409566323234029	0.0301836959915974	0.0521220694875676	0.0635603552938699	-0.0329064240010271
6	-0.2203546383572195	0.0543749715936665	-0.2099496442188043	0.284096290108529	-0.1303841278088078	-0.1338067045024372	-0.3862405740581405	0.1024595895098085	-0.0515736335206228	-0.0101104612994617	0.085272603872319	-0.112052900683649	-0.1990530882384228	-0.1854142334530243	0.1224523342513859	0.0585635678651326	-0.0243328461355691	-0.0378366951591817	-0.1137861856452266	0.008134203500885
7	-0.4898449957159311	0.4048890644359981	1.1893169933547527	-1.0932384036703031	0.1790311164362629	-0.1571834673587916	0.0725754359759779	0.3376919478863894	-0.1177129460997373	-0.0330714020704786	-0.0088202882412903	0.0028166096990733	-0.0515554201295804	-0.0366629259697008	0.1019024642795349	-0.0286921671900301	0.011808653740062	0.0199614805347037	-0.0591889549771436	-0.0123082900188552
8	5.220795904038644	1.5724841517567705	2.835981949729439	-2.130523102817728	-0.8153593861603133	-0.4016937982160057	0.0837154008038981	0.4330718904265561	-0.5167433583096058	0.1926780586961989	-0.0331160224512052	0.2892661093183655	-0.0215452338980017	0.07616285397416	0.1164146683909214	-0.1418575269546183	0.0494725968409011	-0.0587321498221811	-0.0624837737090116	0.0453292828357354
9	4.267698553090122	1.4112121234000794	1.3023779708820766	-0.9652031001624384	-0.3237811865277678	-0.2405753094407556	-0.0078095894229278	0.0451461397036915	-0.1297823940936044	0.0777306206441852	-0.0935483261117249	0.1502128401399784	-0.0702426580105535	0.0154447491696438	0.0536704532728599	-0.020353894722603	0.0423698251036879	-0.0166818947303062	-0.0129203737071356	0.0117637174255634
10	6.9756774353273965	2.174045956871604	0.7032814795515951	-0.281739562435408	-0.724241155478371	-0.2890123083464337	-0.2044758886785019	0.0162345894568057	-0.2605649569981944	0.2535096732915695	-0.0790132722470723	0.0641397633938277	-0.0523124854892208	-0.0760524084060417	-0.0006983800526029	-0.0180153645943744	0.0668466581009265	0.0040205177248979	-0.0241395028666444	0.00655079614981
11	7.054066284764303	2.2604918035457686	1.1854189334861895	-0.4125275232093635	-0.798154762368313	-0.0875527939826775	-0.1371757819408644	0.1669481161759561	-0.2831280510140635	0.3805068099098899	-0.1723905209581369	0.1539377597886785	-0.051519318403568	0.0603250602192835	0.0021027928495206	-0.0897986465740094	0.0507911122540372	0.0074174016939254	-0.0291040818053537	0.0506792528993695
12	-0.7732420284703463	-0.3411725972444459	-1.114063263912446	0.9342817761184588	-0.0747985515150122	-0.0510372913668047	-0.135211983700681	0.0509138926644121	-0.1079815577493953	0.0433507083568747	0.2004296046265164	-0.2259557316919051	0.043745857567756	-0.1461841077430616	-0.0342646822316051	0.0044903584786827	0.0078578518737155	-0.0627349457081698	-0.0347557121918011	-0.0395789407700003
13	3.5151747856573494	1.3638084767787235	0.030407769873785	0.1361591563224195	-0.3601321418770563	0.1878696715478096	-0.2758638921829079	0.3558063096811067	0.0549581239949381	0.1464994381522562	0.2107953427968268	-0.0686140240065199	-0.0913955112054338	-0.1298014216126748	0.0250710240015951	-0.0589080833747693	0.0873080126878304	0.0448908657611255	-0.0118943964980842	-0.0156793507045621
14	8.683632556357287	3.285047063439668	2.5177502416693978	-0.6144452115442077	-1.9645116890135847	-0.2886658278226629	0.0740912460479198	1.1577978924780066	-1.041988327816865	0.8419253255556691	-0.0359685943740009	0.1489989292277575	0.0203056948106327	0.1355873222213517	0.0558145687177161	-0.3245737480471816	0.1924073758034271	-0.1077416622580089	0.0036599965364888	0.0774893157070589
15	4.816585723749892	1.1093349792489429	0.2574511132659325	0.0271486215153687	-0.5487964195613451	-0.0418149555075609	-0.220095458165452	0.0682838054587795	-0.0296509925097044	0.1074522615418696	0.2110734473998448	-0.0429534665585129	-0.0416860189765508	-0.0408028831077137	0.023708731999557	-0.0819419777948352	0.0737811313315605	-0.0162015270462417	-0.0079694518206638	-0.014184772311678
16	4.1434011252241625	0.385192819097351	0.7976708182367211	-0.5773019313173195	-0.6546832397857835	0.13033230578059	-0.5032709016182026	-0.0223995323191359	-0.0170586341945789	0.0041849200376354	0.043722417872936	0.1762238504744557	-0.2564860036586574	-0.0367323331920873	0.1201104523456663	-0.0222846019228335	0.0206472426734797	-0.0100718842256411	-0.1205567964249609	0.0599240761551089
17	2.8364835765052216	0.6641472535417576	1.103638278357395	-0.8634476367087934	-0.5339463596201642	-0.2159820432892339	-0.2126921286068876	0.4176983705064647	-0.0919707780671253	0.0311183406835299	0.323991368054101	0.0449025443146872	-0.0460515499808251	-0.0166260353134999	0.0684863900736994	-0.0758264086481274	-0.0057366759958868	-0.0282319030237009	-0.0635044104694761	0.0362563413772579
18	-2.0586050080304505	-0.8808330520513517	-0.8047191345366375	0.7498926530785722	0.1803708534329373	0.0227344695210552	-0.1336384327047736	-0.1245377623388761	-0.0908921381236194	0.0300063631440394	-0.1581459267981203	-0.1484727947547093	-0.0255093399451213	0.0087253329759516	-0.0245980858161636	0.0749674495900249	-0.0802393581113641	-0.0003406213455749	-0.1103840653740357	0.0186019293241598
19	3.651425981244092	1.421824507794372	0.9041194297946578	-0.6519097747342651	-0.4056497375939026	-0.1881645337373456	-0.2127589182281981	0.3595083181386707	-0.0840599284638014	0.1126602353672277	0.0089172606934139	0.0679026779719478	-0.1357440655708112	-0.0746024789150517	0.0252941706155204	-0.0198937800476576	0.0927534788225657	-0.050760093160719	-0.0272694496601715	0.0267207065829172
20	-4.584015304758716	-0.7300682297388861	0.7295554928990169	-0.3309024341784857	0.0774140022944739	0.09690747070313	0.3425711370500856	0.2165005764635929	-0.2105085346485771	0.1366108878695047	-0.1199482507555795	0.0853338486732699	0.0670002297251837	0.1158636346192797	0.066616060158118	-0.1134626833694641	-0.03877902329358	0.0135234656902526	0.0489772968219893	0.0389358592786871
21	-4.563168107456621	-0.9701395018647062	0.1190947663447672	0.1774861440433211	-0.0141033840995268	-0.0608067307293441	0.0394404068764087	0.2247851120984438	-0.2357248258565885	0.0493202697629048	0.1073884858578635	-0.0869545863359641	-0.0469887263260295	-0.0465225881707685	0.1192945172861637	-0.0322477272215095	-0.0696863785140211	-0.0617810815401821	-0.0299052308561112	-0.0047998175751741
22	-2.2611313412730976	-0.3882151024607456	-0.7302944952419195	0.7758811004110873	0.2504116139422222	0.0130881233754037	0.1077429603352216	0.0103090116425182	0.0877055671808215	0.0886794594660679	-0.156532980558106	-0.1832336555539738	0.1047134041417222	0.0380969713303676	-0.1042631268197229	0.0250891016908027	0.0294004502154311	0.0239718850437719	0.0601408332383576	0.0216192556006629
23	-0.8131769569725881	-0.4628029208926036	0.2789089930858741	-0.3354105123175163	0.2957353907863462	0.1570948532162592	0.135903632469979	-0.2568492122815957	0.1882583944083083	-0.1244496686758053	-0.1814881196448949	0.1080082636207907	0.0220744559398807	0.1466234986776043	-0.0071934241618196	-0.0112205921759206	-0.019293228010189	0.074262268026245	0.0458228657721859	0.0150764052929985
24	0.795804531322141	1.043747247292715	1.8148951776720608	-1.4660753789608971	-0.1327960691178953	-0.4463097644265547	0.0723707434132714	0.4206023566603531	-0.1379449376132877	0.0498057520955276	0.0364315897459379	0.0805192408025517	-0.0250388175720289	-0.0579649737372121	0.0941994613868132	0.0058458031474164	-0.0056285953296065	-0.0188923023342745	-0.0039150643767645	0.0327244970750028
25	6.239792748346339	1.673695502098388	1.3823968042494577	-0.9488302499597334	-0.5743097328916034	-0.0901486556048334	-0.1962286021311846	0.1101357229848698	-0.1763393087532705	0.2049382863406441	-0.068797865810755	0.1719929098443731	-0.0801390149008	0.0395972626241172	0.0155602458951642	-0.0592313410743852	0.0185321463407135	-0.0029660161104723	-0.0748444035582251	0.0367776656589718
26	-0.4105775010542704	-0.1685215790112713	-0.2019691731025902	0.3956826954889083	-0.1611251817221802	-0.1375347503669651	-0.2006455259052439	-0.0344614079088876	-0.0833121297800038	0.036300902682054	0.0088589985946946	-0.0726999323531103	-0.1165245743517509	-0.0609381620671321	0.0725085294683014	-0.0122144984208631	-0.0007840809910269	-0.067422661174335	-0.0508794481271689	0.0167139961910701
27	-1.7854435853321051	-0.7516054690725317	-0.0717155422493208	0.0923760509639239	0.0036891796776145	0.0139434299309314	-0.1991633523018021	-0.2242129570141712	-0.0254782934212563	-0.0785094757316495	-0.0392335266688679	0.0173326988595211	-0.1383005409291935	-0.0124332634034026	0.0895976732146001	-0.0050683247184685	-0.0680091054926962	0.0083221321089604	-0.0465068407116446	0.0065625231860556
28	-2.6687287027488003	-0.1501989250934909	-1.1253529016189268	1.3316776227723583	0.27481310685094	0.0300525857785339	0.2619063329994899	0.0161557169095338	-0.1264160316185106	0.2826306081326689	-0.2551427983739598	-0.2007456289054611	0.1851430958607612	0.0397576353980499	-0.0853197930923436	-0.0156605972109375	-0.0091338144866733	0.0308370693999403	0.0046609857588246	0.0259438271194888
29	5.122274334898749	1.6361309723071071	-1.2815106291251075	1.7470938298027892	-0.7557105670270732	-0.2539236728609653	-0.332055582084074	-0.2105716927980507	-0.0313613694845934	0.2106300683385526	0.0243794943626271	-0.1289725781297641	-0.1091324383380015	-0.1708528247068448	0.0152617364536493	0.040472006182591	0.1066235057840921	-0.0718345991871286	0.0627670511712586	0.002111013776075
30	3.790617405667243	0.8714360473060856	1.2517258154641362	-1.3165383192840787	-0.0008888769416083	-0.0392835429031996	-0.0767184769736667	-0.041878005511846	0.087257188848537	-0.1366931958180029	-0.0029452305751909	0.1187493303376271	-0.0573451241543575	-0.0219607799565487	0.079405167582366	-0.0017443151206104	0.0293309665639152	0.0753776830740019	-0.048785974681534	-0.0153739883191472
31	3.897097933228904	1.0631933612456326	0.8822698666620699	-0.4749526490491564	-0.530351935145319	-0.1681817004639903	-0.079537412101928	0.0104680502123093	-0.1918424704423889	0.1142496014005194	-0.0314020170956722	0.0551155342153048	-0.0407471568513542	-0.0192925098552041	0.0754058945395291	-0.0594321240330349	0.0655940422774185	0.0140341407742847	-0.008621491091417	0.0115013482845852
32	2.5162477544458035	0.460669157835634	-1.206696032116052	1.5930496977973718	-0.415807089613021	0.1147532685200061	-0.433939825440796	-0.1465732420714035	0.0100545080420906	0.2268738259556065	0.1528667529667775	-0.1988858357467775	-0.1040750716853548	-0.1064944324302581	0.0606233468500608	-0.0563548470343569	-0.0165663907034511	-0.029524695582227	-0.0919647383859831	0.0140621584150777
33	-1.2670991091021242	-0.4617259630307297	0.1121969772873346	-0.0893092604000277	-0.1439303097674357	-0.1569883470030799	-0.3251097005330987	0.012967477946978	-0.060284399226403	-0.1078218750520465	0.125999651495612	0.0019385556129046	-0.2204843422922383	-0.1098712131454954	0.1196945995627449	0.0236732663501872	-0.0469918604046475	-0.0906655423840108	-0.0668425842192491	0.0004740994963021
34	0.946873556359924	-0.3223241852107422	0.123701217075309	-0.1197322890389646	0.0045788841039658	0.403135010566108	-0.2693839699092251	-0.1666635466810829	0.2159662450634847	-0.0269859580942441	0.0251961066530713	0.0282233626130526	-0.1175217983371699	0.0462908001893336	0.0389696635856676	-0.0731960177502069	0.0033594412250109	0.0668999818017601	-0.0530680625054357	0.0104401042148961
35	2.9650641701959883	0.7689930604589825	1.221921312699028	-1.3578818363735463	-0.0123299658491152	-0.2524217227203758	-0.0214836429701281	-0.1728209372415966	-0.001096821163601	-0.1261089912169866	-0.0748493327632665	0.2148636580250656	-0.0542078721420158	-0.0103122269308571	0.0446675687915902	0.0367073133555846	-0.0210281298952964	0.0115636517890944	-0.0291292164361292	-0.0007247828406161
36	1.915563487752144	1.5024190608647228	0.4122061055974565	0.332406531749623	-0.2896609595154338	-0.5548875548987289	0.0669163559062398	0.4413215072378717	-0.3877471614573645	0.3177905540037881	0.0983213472529894	-0.2126050212365561	0.0278359456289169	-0.0619595233878612	0.0700592904133548	-0.0736713832906285	0.0030572386475039	-0.1290192412668744	-0.062849670273119	-0.0051432527483107
37	-1.7581740810481197	0.7731925969225838	-0.2608859140177473	0.6111601803481996	0.0774382275562784	-0.5090570141767351	0.1611644729052407	0.3560239013412878	-0.282279618338783	0.2273151475509731	-0.0891645261083563	-0.2580554151096128	0.0614375952678935	-0.145554088484332	0.0035018318846776	0.0444865385574436	0.0328286132130844	-0.0768226813346631	0.0117504117782035	-0.0063686954704761
38	2.4441476139036147	0.4878268095344535	0.4309349006653643	-0.2578983770862512	-0.0922828139722419	-0.0751911669082305	-0.4094156090319121	-0.0572205755871034	-0.0035844362635259	0.0744218220811036	0.0913424022124579	-0.0564461497910842	-0.1582154064013411	-0.0867534389240585	0.0903071996024904	-0.0021569122699309	-0.0772672207191299	-0.0261203272516926	-0.1713538223558815	0.0086826697041404
39	-4.110297663084926	-0.9975681635398352	-0.5625210684960883	0.5794000490879534	0.2678609538671657	0.0703056626322575	0.2710995054311197	-0.0891659151119832	-0.0703289035596456	0.1278646916349321	-0.2254582899857644	-0.0415159699016339	0.1739866541557201	0.0815702608092819	-0.0837138873356147	-0.0042550331738037	-0.0413336175915071	0.0171533341432421	0.0388389623340497	0.0401741161407009
40	-5.503707661024366	-1.5497899321212971	-0.0714584890245103	0.1364175769702721	0.0961209904892602	0.3801999882675508	0.300634091211803	-0.0144082206491247	-0.1520555529173341	0.1072625651011358	-0.3146178202986395	0.1151320216861717	0.0731317868561979	0.1488108458795921	-0.0337625099603057	-0.0469763082559195	-0.003709857483284	0.0743232532623389	0.0608276686093978	0.0553883499936135
41	-9.794236168833796	-2.1459378993142275	1.2150040466230103	-0.6507223047393689	-0.062753075744829	0.6141195727186176	0.927732610557515	0.4994811913337535	-0.3496259766615571	0.2977354531297006	-0.4435950330573835	0.3066800690181682	0.2731093344380911	0.3669852730823081	-0.0695059041621197	-0.1600523040558333	0.0560429896666595	0.1019756989342334	0.2487635613755589	0.1188480401676035
42	-1.322389176508375	-0.5673011821509214	-0.6234459979090164	0.5811770191205801	0.1113150532550236	0.1032539094672126	0.0028006626594004	-0.1355791635783459	0.0328351569228302	0.1446978163899861	-0.1285251359640236	-0.0560137950102937	0.0705439928017377	0.0166937818605092	-0.0772462939260147	0.0258315259651392	-0.0148072088314644	-0.0181250495566144	-0.0381949116582911	0.0453495221761235
43	-5.233881848199129	-1.3838922017224662	0.881419053194222	-0.5287037504732381	-0.100835900665945	0.5606146586202305	0.2640164429344961	0.1501701230746852	-0.2994032402423482	0.2808594513542748	-0.3380100492930225	0.2690609159638945	0.0086706303708222	0.2095532481692339	0.0325762271173973	-0.1513282452181374	-0.0411753921085026	0.0893484277460866	-0.0139098285579195	0.0991613525866636
44	0.2947557947490407	-0.4101683635668881	-0.4878372954857485	0.5398132566489408	-0.1695667743342161	0.2974303218528705	-0.335985799576482	-0.30676341104157	0.1016830019740459	0.0296593529594258	-0.0647274919297453	0.0165426328718425	-0.1596808111903028	-0.0316154436982273	0.0760542484854194	-0.0468957939881128	0.0119000030660812	0.048675000507098	-0.0571069714545415	0.0298124488911933
45	-3.993063168129938	-1.2259716434304408	0.1145350436382456	-0.1131164611825401	0.0333004179731228	0.0562784170240314	-0.0449354202433946	0.1021487734797503	-0.0713657978150664	-0.059609865621237	0.0966251019284832	-0.0411977138363855	-0.0538233496157526	-0.0344291648867758	0.070867892611252	-0.0178740868356393	-0.0331274970366148	-0.0263668128523732	-0.0140907958383609	0.0029887307052866
46	-4.649365015173165	-0.944445727569056	-0.508295958200562	0.5724553873827514	-0.0223514547088151	0.1257306082664157	0.0199318242781172	0.2304765653383527	0.02383368076031	0.0638850703471426	-0.0294188674317501	0.0157819107192774	-0.0796331372751328	0.0200868064184851	-0.0386027129633935	-0.0342596745301955	0.0571901782283773	-0.0963995620546591	0.0952701329958614	0.0426521248716338
47	-2.042597851074096	-0.2153483940866991	0.0313651024813515	-0.2012066241905031	0.3014252264993892	-0.0605493196601444	-0.1245689098812009	0.0939241000826427	0.0230599973206609	-0.0747491942708907	-0.0852258095478918	-0.0666805528858436	-0.0954329258651817	-0.1166097908840008	0.0709557095194494	0.0583685418205628	-0.0114517495704552	0.0367854494733154	-0.0731431511777213	0.006802865401574
48	1.1339698440071715	0.2121943739100283	-1.1907939907145162	1.3646732850651997	-0.1055592079985893	-0.0767990852066217	-0.0778537375794741	-0.2308360321623516	0.0638295693997672	0.0772097135092442	-0.0479739142058914	-0.2012954159062793	0.0431120675047819	-0.0567050726348421	-0.0127811743518597	0.0243934712674399	0.05033067464894	-0.006647834593059	0.0228194796865105	0.0006336340409847
49	-1.3657060810787378	-0.7320967882787687	0.6096039746431623	-0.6139812074780674	-0.1931041056508639	0.2211513214641085	-0.3270891446663305	-0.0226735241000434	-0.2344849069440512	0.0860783665452957	-0.1737876934235248	0.1574743712161438	-0.2435571052851901	-0.0149131037308039	0.0875710277152616	-0.0276254065937732	-0.0517422489066215	0.0177752454908239	-0.1664014280846663	0.0511605791794277
