label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	1
7	3
8	1
9	1
10	1
11	1
12	3
13	1
14	3
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	2
24	1
25	1
26	2
27	1
28	1
29	1
30	2
31	3
32	2
33	4
34	1
35	1
36	1
37	4
38	1
39	4
40	3
41	1
42	1
43	1
44	2
45	2
46	1
47	2
48	3
49	4
50	1
51	2
52	2
53	3
54	2
55	3
56	2
57	2
58	2
59	2
60	2
61	2
62	2
63	4
64	4
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	3
74	2
75	2
76	3
77	3
78	2
79	2
80	2
81	3
82	2
83	3
84	2
85	3
86	2
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	3
100	2
101	2
102	4
103	1
