label_id	PC 1_mKate2GM130_CFOR_pca_predicted	PC 2_mKate2GM130_CFOR_pca_predicted	PC 3_mKate2GM130_CFOR_pca_predicted	PC 4_mKate2GM130_CFOR_pca_predicted	PC 5_mKate2GM130_CFOR_pca_predicted	PC 6_mKate2GM130_CFOR_pca_predicted	PC 7_mKate2GM130_CFOR_pca_predicted	PC 8_mKate2GM130_CFOR_pca_predicted	PC 9_mKate2GM130_CFOR_pca_predicted	PC 10_mKate2GM130_CFOR_pca_predicted	PC 11_mKate2GM130_CFOR_pca_predicted	PC 12_mKate2GM130_CFOR_pca_predicted	PC 13_mKate2GM130_CFOR_pca_predicted	PC 14_mKate2GM130_CFOR_pca_predicted	PC 15_mKate2GM130_CFOR_pca_predicted	PC 16_mKate2GM130_CFOR_pca_predicted	PC 17_mKate2GM130_CFOR_pca_predicted	PC 18_mKate2GM130_CFOR_pca_predicted	PC 19_mKate2GM130_CFOR_pca_predicted	PC 20_mKate2GM130_CFOR_pca_predicted
1	0.8821467008077335	0.0970482964606769	-1.5105210607117592	-0.312912041882303	-1.2774274430530534	0.3658605693986769	0.2719834130727305	-0.1872923738761957	0.1290398136909878	-0.1155566407205119	-0.0562591113324646	-0.2981725871840947	0.0566554727154203	0.2619784808472329	0.0316893148319811	0.0019234921797601	0.0020424005102415	0.0235421253402091	-0.0175005844448823	-0.1332600472703337
2	1.050095387874489	-0.2036292847786682	0.6558452217524289	0.0570289817131609	0.0022641628673972	0.1509949459148817	-0.1545394733831942	0.1186738960984523	0.0789933351348183	-0.1060255095670215	0.0167686345191136	0.0297239249889924	0.0529363954935678	0.0536271931496143	-0.1200533838348034	0.0163069521244919	-0.0085920538641669	0.0688137380093927	0.0057556569224888	0.0077892716192924
3	1.6818548319275293	0.5948874831443478	1.4969320970664393	-0.3117621885701709	-0.2879561176569732	0.2803126731723342	-0.2150525748767556	0.2174588629096407	0.1173847886741712	-0.2253346881691245	-0.106197749644321	0.0461604818810794	0.2002685293298404	-0.1032581156112989	-0.0225601628830444	0.0798449672366095	0.0713198997663083	0.0940685396825176	0.0125732598347666	0.0305832234600218
4	0.7704549854981231	0.409318832743187	-0.6164706760422557	-0.2766541600337057	-0.7458950817526251	0.3502319459313976	0.171458377035877	-0.014991142476095	0.0523745279699971	-0.2168469576728421	-0.0343945166752473	-0.1760528215711167	0.1301563462045814	0.1376137046657953	-0.0579423986138857	-0.0003889954695304	0.0404399653981515	0.0281709189978202	-0.0005731345118035	-0.0354515178868816
5	0.6013844969547392	0.4728445023520832	1.620426541353262	-0.1388892850699062	0.2038050790108527	0.0164874622621909	-0.29042322069574	0.2910150340024459	-0.0244882961115368	-0.1788143532878474	-0.0809260970071156	0.1671199586120227	0.1428733885045378	-0.0648057118119408	-0.1294282736908818	0.048643588075429	0.0613007920528603	0.0543961784049117	0.0432799299437399	0.0680845717581946
6	0.5389615807175766	-0.4118584308082453	1.0568445207169672	0.2918792897195452	0.5727443693209686	-0.0627616782960775	-0.2462387838973049	0.0483782192398049	0.0684984332435765	-0.0044387898629788	0.0752780232607681	0.0996709567186114	-0.050064282705547	-0.0656816803302998	-0.0714731202500745	-0.0177464323168717	0.0030400052587314	0.037634929393761	-0.0083315387429995	0.0363189207260812
7	1.1519282696877202	0.233133751598024	1.4066825573132822	-0.0999165610678965	0.1314615664992408	0.0644194604243897	-0.1770987817056818	0.1915605187766379	0.1105631398538868	-0.1784340496597169	-0.0147547450422335	0.1007825988715405	0.0701664470562642	-0.1139622045715426	-0.0631043266131879	0.0368261097157615	0.0291482200979437	0.100602971503363	-0.0117378654080488	0.0474536392529564
8	0.1219193750773479	-0.1905108451486604	1.056137160852148	0.1090227609948432	0.1994722444841035	-0.3417511078819464	-0.2636416009488042	0.0706424800575936	0.1178894147229878	0.0123347041858215	-0.0246009340881062	0.0900717610438964	-0.0546052822898199	0.0118886732267996	-0.0428439150927316	0.0522417349755652	-0.0001708951472228	0.0680708648060171	0.0042822885491229	-0.0426514566897215
9	0.1111507251303121	-0.558517651703066	0.4682598355620796	0.1001218698825646	0.6422441788578234	-0.1443221016216127	-0.0340606373780104	-0.0262355023649009	-0.111363196573633	-0.1008069200060651	0.1627371183550409	-0.0202196067347499	-0.2238951079816389	0.089945223864577	-0.1908920505377827	-0.1816553759322782	0.026228963792688	0.0076776711770768	-0.0180175682237418	0.0161977874729765
10	1.0404089921304358	-0.3123194312365852	0.1632838997422721	0.1173481045350109	0.022328821274055	0.3389412578713081	-0.1073821679360692	0.0277486255596501	0.0543578927530593	-0.1430169607523898	0.0854629593024988	-0.0202355817896993	0.0300560736203083	0.0564836283212987	-0.1052704663898334	-0.0466989252182474	0.0216886968247114	0.0254383227193419	-0.0049096529524787	0.0230546924743951
