label_id	archetype 1	archetype 2	archetype 3	archetype 4
1	0.9631282908206455	0.0175474226191326	0.018220722791634	0.0011035637685877
2	0.9541967810574642	0.0097372120920396	0.0339729314167994	0.0020930754336965
3	0.9880663839726666	0.0022852871365026	0.0087048763709553	0.0009434525198752
4	0.9809163390674857	0.0022411943518072	0.0086296643401876	0.0082128022405195
5	0.9881904815915762	0.0047632529485815	0.0061092389095664	0.0009370265502759
6	0.9714499920892068	0.0022650930729021	0.0251996090632985	0.0010853057745922
7	0.1813496444023339	0.0627583073318812	0.4717128131692344	0.2841792350965501
8	0.9304735917021212	0.0366795153853403	0.0282823068163443	0.0045645860961942
9	0.964532764756429	0.0043459932639295	0.0298210666715948	0.0013001753080466
10	0.9650525139882782	0.0007962549668078	0.0325716847538225	0.0015795462910913
11	0.9154989339343976	0.0253573881015468	0.055432259391542005	0.0037114185725133
12	0.4079894572120897	0.0776813355456679	0.5062503231102531	0.0080788841319891
13	0.4281209919082887	0.3125623057137432	0.2525116490655589	0.0068050533124089
14	0.1676478556665259	0.2768364340483248	0.4706660215869818	0.0848496886981674
15	0.5651428714243577	0.0813118378950004	0.3420739492898041	0.0114713413908374
16	0.9754448586230328	0.0020863086585157	0.0212258916282133	0.0012429410902379998
17	0.8617772122430191	0.0414678228237248	0.0703693434251224	0.0263856215081339
18	0.8878950519696969	0.0762237076904083	0.0334918449984298	0.0023893953414648
19	0.4228077428345723	0.3537503748021369	0.2176937709827255	0.0057481113805653
20	0.9678806784139096	0.0066208138298773	0.0251682759494806	0.0003302318067323
21	0.5165679637010355	0.1207863890228662	0.3099692244089984	0.0526764228670998
22	0.9078569303810936	0.0142691834806996	0.0745195304818806	0.003354355656326
23	0.4506444970739501	0.5029462230969921	0.036432284516113	0.0099769953129445
24	0.5289436403511014	0.1250705761164957	0.2544601246607337	0.0915256588716692
25	0.7441871857186724	0.1740889994425914	0.0791786222383926	0.0025451926003435
26	0.309771565023232	0.6620031641063164	0.0253480424955476	0.0028772283749038
27	0.9776362538669348	0.0031780688200765	0.0180714360017423	0.0011142413112462
28	0.3547165686951463	0.2022583864630483	0.3085203518947124	0.1345046929470929
29	0.7153614822082077	0.1664278539401444	0.0885044169373516	0.0297062469142961
30	0.135805441089375	0.4916857731678219	0.1856087744091805	0.1869000113336224
31	0.277869056431616	0.1501275198918227	0.5319804463058951	0.040022977370666
32	0.2706666219088236	0.6443094858348999	0.0715604371206117	0.0134634551356647
33	0.1255330970582199	0.0479616317408816	0.1733540717797921	0.6531511994211062
34	0.8409048398059662	0.0508640331839748	0.1063309599770157	0.0019001670330429
35	0.2696154436347506	0.3143419439074474	0.19959359362795603	0.21644901882984602
36	0.9104384548773672	0.0346018520311496	0.0506272362874151	0.0043324568040683
37	0.0287156833925567	0.0850465240102173	0.0507835333399043	0.8354542592573216
38	0.2851224693085394	0.2693469257099417	0.4295422636019487	0.0159883413795698
39	0.0028618746358971	0.3481962939887055	0.0809918545654932	0.5679499768099041
40	0.2963424124844849	0.0929684283143398	0.5636095345154605	0.0470796246857147
41	0.7810237170855772	0.10347110833065501	0.1104885416472712	0.0050166329364968
42	0.6385754823472671	0.2129670056341013	0.1406501065629585	0.0078074054556731
43	0.9375990280689428	0.0149034715013937	0.0461035140476609	0.0013939863820025
44	0.0177243158469532	0.7574609060785455	0.2232750158397919	0.0015397622347093
45	0.005370627322191	0.8087923231469156	0.0628707906104607	0.1229662589204325
46	0.9611292069840084	0.0105882963791671	0.0255252787753232	0.0027572178615016
47	0.0410243506892503	0.4138354623129672	0.5330577806209692	0.0120824063768132
48	0.0959887589338489	0.1589190641441698	0.6206604791472357	0.1244316977747456
49	0.020685245023701	0.1125544908801379	0.2625519124716158	0.6042083516245452
50	0.7207040388481636	0.1141634635378701	0.1615183876989324	0.0036141099150339
51	0.1512363973318297	0.2336962394982276	0.2505582401008202	0.3645091230691223
52	0.1158572119227712	0.6243116293956319	0.1745648905342075	0.0852662681473896
53	0.2635460909635139	0.0892157856673989	0.6363470360691931	0.0108910872998939
54	0.0107939751258346	0.9427932100672308	0.0445710581070757	0.0018417566998589
55	0.1948646329054494	0.0326691896921486	0.7543381684002395	0.0181280090021622
56	0.0118554597555767	0.941466044918696	0.0418154730450344	0.0048630222806927
57	0.2333382931471724	0.4321171007571414	0.2147489031872995	0.1197957029083865
58	0.1764557317223244	0.6350760231733258	0.1770143637988057	0.0114538813055436
59	0.29610623493427196	0.4936658564068469	0.19676323963356301	0.0134646690253178
