label_id	feature 1_tagRFPtUtrCH_TFOR_pca_measured	feature 2_tagRFPtUtrCH_TFOR_pca_measured	feature 3_tagRFPtUtrCH_TFOR_pca_measured	feature 4_tagRFPtUtrCH_TFOR_pca_measured	feature 5_tagRFPtUtrCH_TFOR_pca_measured	feature 6_tagRFPtUtrCH_TFOR_pca_measured	feature 7_tagRFPtUtrCH_TFOR_pca_measured	feature 8_tagRFPtUtrCH_TFOR_pca_measured	feature 9_tagRFPtUtrCH_TFOR_pca_measured	feature 10_tagRFPtUtrCH_TFOR_pca_measured	feature 11_tagRFPtUtrCH_TFOR_pca_measured	feature 12_tagRFPtUtrCH_TFOR_pca_measured	feature 13_tagRFPtUtrCH_TFOR_pca_measured	feature 14_tagRFPtUtrCH_TFOR_pca_measured	feature 15_tagRFPtUtrCH_TFOR_pca_measured	feature 16_tagRFPtUtrCH_TFOR_pca_measured	feature 17_tagRFPtUtrCH_TFOR_pca_measured	feature 18_tagRFPtUtrCH_TFOR_pca_measured	feature 19_tagRFPtUtrCH_TFOR_pca_measured	feature 20_tagRFPtUtrCH_TFOR_pca_measured
1	0.9658073039535446	-1.9913602091456	2.1193441940810867	3.0950531067230456	1.5647296680563758	0.4943664114086009	1.6954229588183722	-0.1769210001594453	1.7079231707741669	-0.524483021853112	0.5241952603785879	0.5688059142864673	1.064331191387681	-0.4074349589182466	-0.4698313129912029	-1.2567211832361282	0.3879772422588823	1.1614624055611555	-0.1388121777667919	0.1470342364013287
2	-0.3135909210397097	1.16904871990801	3.724003702548814	3.6742162813430816	0.2160626541164678	-0.1933667585255326	0.2219655907286169	-1.2273552852337075	0.8743729399119079	-0.2008998488920493	0.6544986684943846	0.9586426193209752	0.2313645383593576	-0.5387766039923241	-0.9176558206641776	-1.2171365746695	-0.1715148958002301	1.1112827128986154	-0.1471409042197303	-0.1028668044701321
3	-0.0860297438016839	0.4681010042531621	3.1559002585643925	3.250057892718369	-1.8967661532245244	-1.3188336169148258	0.4689656426015943	-1.3127450065352646	0.8075324436146222	-2.07198659277826	0.5734141155780709	0.6500503010475891	0.1861618311322309	-0.4735665464375224	0.2087061273975421	-0.3566455048768967	-0.1259622567671563	-0.280962028039125	0.9699024193917952	-1.0424699949995917
4	-0.6413918772594668	-3.1874776917037435	1.5829215326186916	3.9855905405150014	0.0430918143983714	-1.0367288075312544	0.5232687196967228	0.2812861795885242	1.144311997260724	-0.6734548917861378	-0.554112105085437	1.372022330975638	0.4677290257738696	0.4388022224193545	0.0269738285750716	0.1775726178538936	0.5246943823928049	0.1963573052682392	0.4685361577634568	-0.3642697174974263
5	-1.4008835764574976	1.4639381228939077	2.6229422149089063	-1.037701162364976	1.7708758918454015	0.0026127389192646	1.3341497052922535	-1.9495358004164312	0.6780326606095372	1.0010481792356738	-0.9052852545333604	2.013601443416014	0.6690729594765208	-0.3497187162605623	-1.1162503491750622	0.0544021267937823	-0.0506615381861934	-0.4320793278559591	0.2196784442360763	0.0195737763404871
6	1.6948809000456058	-1.3007937996039114	0.4739528983238336	4.994298578072353	-2.8840574146143445	0.5091677066266315	-0.2975199223162767	-2.6022359953216765	0.2901959447258564	0.7761640310881363	0.6930156892981545	-1.086922418934128	-0.5959348331744876	-2.0854605213055217	0.6571039092618183	0.4238685584287446	0.8537449939861288	0.2054748457281525	0.6908949577558116	-0.9473800895752904
7	1.6191063593774044	1.8637809434656392	1.8529083323917857	0.778712809655827	-2.708812370530368	0.2698012903309011	0.0669625460872389	-1.2657218045330103	-0.912569107436804	0.7419243202926892	-0.193355712176607	0.544954239916822	-0.8541265002708952	-0.9685781611757226	1.09301920151077	-0.8322888272554917	1.5284735707173591	0.4257642731244651	-0.1575504766962116	1.1641265230043076
8	-1.88093249607506	2.5658640407630764	2.6939186660758248	0.9842962335443812	-0.0769513966058103	0.457838178070992	-0.5086354250162644	0.0274753616275828	0.6184806845139323	0.9321927807736288	-0.4814307713025434	0.8309514562287981	-0.1385050712839951	-0.5625072624693042	0.2633059776641259	0.1703441578815562	-0.4388209374302689	-0.0548109873808438	-0.3925573938167351	0.7819378920761839
9	-1.5710559283425531	-3.2957677508952963	-0.3796092315984771	3.0603087814333483	2.9056436033071904	-1.0341166454233897	-1.3480324416345468	-1.31909465230962	0.8915478876107771	-1.2803772874162742	-0.521413001122804	0.4761070968417598	-0.7435943786602299	-0.7847063638123337	-0.2397688846199182	0.4291088391098987	-0.1362818009388405	-0.0813235486113024	0.5532086633161514	-0.9659287668627612
10	0.3266746862015974	-0.7876814382745119	5.5170353434329344	-0.2637061720255075	-3.6380336645828586	0.7702262796851356	0.8597476339997265	1.5691049552429228	0.4219308473036258	0.6965692971563426	-0.3483961692673811	1.4142827471545665	0.625686975204504	-0.1380885049954033	-0.2988887389552791	0.2311636995942763	1.623140147016746	-0.0600757081441118	-0.3654680223265131	0.3978225954335165
11	-2.2237120614974	-1.4679400806477516	-0.6792092948944416	-1.1109284064852538	1.2967679067801745	-0.6496116404655428	0.11986217770982	-1.3463170779436058	1.9619653846970504	0.8939243579552255	-0.0253615729149517	0.9178598950361792	0.8234412606124493	-0.8463433835554759	0.6681319751494178	-1.1832958188187743	-0.6565572735614713	-1.0559770268551412	-0.6112294324437318	0.5888575490757221
12	0.7146397315620211	-2.620955365563458	2.6894256221211594	-2.930094215390964	-2.865037069734531	-1.6063488450219097	-0.2600610239764883	0.0867555973029483	-0.8698278145175742	-1.502467243589353	-2.075859478761799	0.0596876074011161	-1.3804181889750793	-0.1205359297160747	-0.1009936193081436	-1.5711667975389942	0.3084037247120904	0.3996201020601364	-0.1418292244408884	0.3456028390940939
13	-0.3863857797210788	5.454629348596547	-0.0166893819086886	2.105082143737957	-1.0416760160621856	-0.8122890206706801	-0.2673548812457785	1.1448637566449988	0.7101476386411318	0.5837953202569237	-1.3517949700115357	-0.2128262435767092	1.2304786477114475	1.3721275552395504	0.6608386930617748	0.7578452966826634	-1.0174093664954602	-0.0069081047605486	0.7053121456985121	-0.0938543053390674
14	-2.611139865024915	1.8582675283603964	3.3243729416087184	0.9020546900161476	1.8572009781186247	-0.1949811711758549	0.3251056971219707	1.2034374139401085	-0.2826404069363734	2.576167452355527	-0.8209426039614495	0.6209731534205913	0.7271341521007444	-2.0436597392991	-0.7316208859855373	0.9247417300661546	0.5103879120310731	-0.3968685025741696	-1.2666020069146011	0.9161625549867474
15	-2.193359774265889	2.6602252262003216	2.6955727831067016	2.9458038463728617	-1.1719648668600708	-0.1408961936983884	-0.6984786193383042	2.6523102519588626	-0.0160503207694368	1.2966313803149747	0.1494596183187958	0.6793264442668095	0.2924373525722508	-0.9829442094550688	0.7667565908658579	0.2668175644786987	-0.7306076667397083	-0.9751181720332216	0.6672362720809824	-0.0084130678773346
16	0.4217467269784678	0.5007291408752882	2.7807171476198347	-1.3712425730629203	1.0040546229860667	-0.8058016368829017	-0.0700333300976596	1.090404073694652	0.2826336919420706	-1.4281658392377417	0.3864406244157768	0.1864646596138583	-0.1551952884967733	0.9330165833522264	-1.098990739859137	-1.8906443355931728	-0.6935896473274042	0.3854524937403825	0.8855780247383184	-0.4315134889359417
