label_id	Predicted Archetype_archetype_CFOR_classifications
1	1
2	2
3	2
4	2
5	1
6	1
7	1
8	1
9	2
10	3
11	2
12	1
13	2
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	4
25	1
26	1
27	1
28	2
29	1
30	2
31	4
32	1
33	1
34	1
35	2
36	1
37	1
38	2
39	2
40	3
41	2
42	1
43	4
44	2
45	2
46	2
47	2
48	1
49	2
50	2
51	1
52	4
53	2
54	4
55	1
56	2
57	4
58	1
59	2
60	2
61	1
62	4
63	4
64	2
65	2
66	1
67	2
68	1
69	2
70	2
71	1
72	1
73	2
74	2
75	4
76	2
77	1
78	4
79	1
80	2
81	2
82	1
83	2
84	2
85	2
86	2
87	2
88	2
89	1
90	2
91	2
92	1
93	4
94	1
95	1
96	3
97	2
98	2
99	4
100	2
101	4
102	2
103	4
