label_id	PC 1_lysotrackerdeepred_CFOR_pca_predicted	PC 2_lysotrackerdeepred_CFOR_pca_predicted	PC 3_lysotrackerdeepred_CFOR_pca_predicted	PC 4_lysotrackerdeepred_CFOR_pca_predicted	PC 5_lysotrackerdeepred_CFOR_pca_predicted	PC 6_lysotrackerdeepred_CFOR_pca_predicted	PC 7_lysotrackerdeepred_CFOR_pca_predicted	PC 8_lysotrackerdeepred_CFOR_pca_predicted	PC 9_lysotrackerdeepred_CFOR_pca_predicted	PC 10_lysotrackerdeepred_CFOR_pca_predicted	PC 11_lysotrackerdeepred_CFOR_pca_predicted	PC 12_lysotrackerdeepred_CFOR_pca_predicted	PC 13_lysotrackerdeepred_CFOR_pca_predicted	PC 14_lysotrackerdeepred_CFOR_pca_predicted	PC 15_lysotrackerdeepred_CFOR_pca_predicted	PC 16_lysotrackerdeepred_CFOR_pca_predicted	PC 17_lysotrackerdeepred_CFOR_pca_predicted	PC 18_lysotrackerdeepred_CFOR_pca_predicted	PC 19_lysotrackerdeepred_CFOR_pca_predicted	PC 20_lysotrackerdeepred_CFOR_pca_predicted
1	-1.3390829848483403	2.129537674306889	-0.2467188465705555	-0.6240195492871652	-0.4987016997294135	0.2447326755538638	-0.1195358071486547	-0.1278887369968014	0.0021989005707707	-0.0916595742471959	-0.0105256250955266	0.165475663914211	0.0175606037868375	0.001545141564773	0.0035978190624192	0.0312602211487771	-0.0290625857633748	-0.0540353108596679	-0.0489128039502131	-0.0136557477530939
2	-1.4942931836125095	2.4578464624258043	-0.2317086560729535	-0.690262101979782	-0.3080316017657497	-0.0012996476200217	-0.2154508501166606	-0.1615983236286702	-0.1958741337066876	-0.1741748894180884	-0.0190602826769694	0.1887470487501046	-0.1393507424547391	-0.1169760632591486	-0.0319162768754919	0.0364238047128792	-0.0606726836445774	-0.032824994423705	-0.0562180147388152	-0.0054774435059036
3	-1.5790958542906894	3.0543156340869824	-0.0328613559499715	-0.7127581875747567	-0.4986325541271248	0.1588549412620944	-0.2787487878509814	-0.2110362647699164	-0.1497745993110287	-0.370462186325207	-0.0497429106012403	0.2458957722660137	-0.1440404263406582	-0.0209968588805339	-0.016959053615833	0.0215125445626109	-0.0840649632348359	-0.0845370424905771	-0.080687847451102	-0.0063089201787517
4	-1.495563227157208	2.0697854607984443	-0.1380123109879925	-0.5828968093587217	-0.4205246881826344	0.1997073905441965	-0.1212948343229291	-0.0983256531742349	-0.01278193620777	-0.1619605533148867	-0.051033431803535	0.1627860229289407	-0.0321183227053587	-0.018588976601309	0.0109327983632067	-0.0008359448802927	-0.0229131028996815	-0.017108188328875	-0.0648482776118603	0.000106383458626
5	-0.8093961499878491	1.3173754266199913	0.1896921821161026	-0.3654693107729845	-0.4197305316221172	0.2514899295660786	-0.1172691633082048	-0.069607537585879	-0.0217519068095936	-0.2661842194487775	-0.0765846386017045	0.1246422562075541	-0.0323922634719779	0.1006978837937605	0.0651620437598215	-0.0296543622225371	-0.0192102708724863	-0.023404620516808	-0.0436634276871082	-0.0454696339706904
6	0.0306713660876732	1.7524047876725586	-0.3277939161209525	-0.231907420443718	-0.3195083097898458	-0.3969605876344583	0.0971886308142572	-0.0077799305638133	-0.2833637187220568	0.1855683445294549	-0.0571830433890194	0.0442318277775606	-0.0442124165389862	-0.3334469480788528	-0.1447429335847912	0.1002677616145011	-0.0207801940374028	-0.1716130315774002	0.0712550634107158	0.165145146606307
7	-0.8036302867970462	0.895396676893374	0.198879729953939	-0.2884691740287223	-0.4069019690456583	0.5266638403296807	-0.1759799706400064	-0.1289203926453512	0.182867576099663	-0.2196520005466802	-0.0069919010092619	0.1493635255807176	0.0528721279717118	0.2169341426568798	0.0957498167717216	-0.0243139880726237	-0.0141762696075005	-0.0224176451162311	-0.0542519907741793	-0.07697905604817
8	0.0113956296084319	-0.1008836861114801	0.3635938773398371	0.0874475898389891	-0.2442923770993839	0.3898030643058468	-0.1274115163649624	-0.0532193019733289	0.1695389967017588	-0.1799959938990103	-0.0178262236596748	0.0865325937119379	0.0496614528695836	0.1690803556905055	0.0992214172794926	-0.045395384617224	-0.003147125902734	-0.0346440895432303	0.0048653213999019	-0.0171875393173723
9	-1.149344650807644	1.8219485650404503	-0.1307478600268374	-0.509946184311769	-0.1571477810011187	-0.1706334127529589	-0.2005330732742989	-0.1458756066177188	-0.2747507086998089	-0.051053522146501	0.0137170870201564	0.1730904693872688	-0.1595265439713281	-0.2066920450304492	-0.0604619071728518	0.0508138738461742	-0.0612918383147116	-0.0047447433352257	-0.0277257741960577	-0.0032708564468511
10	2.7939002376045887	-3.692795297441572	0.5791543486301164	1.2787970695793036	0.953696298038003	-0.204413913468682	-0.05885719719024	0.0467413265552965	0.0922459678253779	-0.0512911660998492	0.1182273781131159	-0.2049622480389886	-0.0818592253349614	0.0435690348901335	0.022623214321751	-0.0512956414632656	0.0239818209155741	0.0158326055883095	0.1034898289824485	0.0444501993465942
