label_id	Predicted Archetype
1	4
2	1
3	1
4	4
5	1
6	2
7	1
8	1
9	2
10	1
11	2
12	3
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	3
22	1
23	1
24	4
25	1
26	1
27	1
28	2
29	1
30	2
31	4
32	1
33	1
34	2
35	2
36	2
37	1
38	2
39	2
40	1
41	2
42	2
43	3
44	3
45	2
46	2
47	3
48	2
49	2
50	2
51	1
52	2
53	2
54	1
55	2
56	3
57	1
58	1
59	2
60	4
61	1
62	4
63	3
64	1
65	2
66	1
67	2
68	1
69	2
70	3
71	2
72	3
73	1
74	4
75	3
76	2
77	2
78	2
79	1
80	2
81	2
82	2
83	2
84	4
85	2
86	2
87	4
88	2
89	3
90	2
91	2
92	1
93	2
94	1
95	1
96	2
97	2
98	2
99	3
100	2
101	4
102	2
103	2
