label_id	Predicted Archetype
1	1
2	1
3	2
4	1
5	1
6	1
7	1
8	2
9	1
10	1
11	4
12	4
13	1
14	3
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	3
24	4
25	1
26	1
27	1
28	1
29	3
30	1
31	1
32	1
33	1
34	2
35	2
36	1
37	4
38	2
39	2
40	1
41	2
42	2
43	2
44	1
45	3
46	3
47	2
48	2
49	1
50	2
51	2
52	3
53	1
54	1
55	1
56	1
57	1
58	1
59	2
60	3
61	2
62	1
63	2
64	2
65	2
66	2
67	1
68	3
69	2
70	2
71	2
72	1
73	2
74	2
75	2
76	2
77	1
78	1
79	2
80	2
81	2
82	2
83	1
84	2
85	1
86	2
87	2
88	2
89	2
90	1
91	3
92	2
93	2
94	2
95	2
96	3
97	3
98	1
99	1
100	2
101	2
102	2
103	2
104	2
105	2
106	2
107	3
108	2
109	1
110	2
111	2
112	2
113	4
114	2
115	2
116	2
117	3
118	2
119	2
120	2
121	4
122	2
123	2
124	2
125	2
126	2
