label_id	Predicted Archetype
1	1
2	1
3	2
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	4
12	2
13	1
14	4
15	1
16	1
17	2
18	2
19	1
20	1
21	1
22	1
23	3
24	4
25	1
26	2
27	1
28	1
29	2
30	1
31	1
32	1
33	1
34	2
35	2
36	1
37	2
38	2
39	2
40	1
41	2
42	2
43	2
44	2
45	1
46	4
47	1
48	1
49	2
50	1
51	1
52	1
53	2
54	1
55	1
56	1
57	1
58	1
59	2
60	4
61	2
62	1
63	3
64	2
65	2
66	2
67	1
68	1
69	1
70	2
71	2
72	2
73	2
74	1
75	1
76	1
77	1
78	1
79	2
80	2
81	2
82	2
83	1
84	2
85	1
86	2
87	2
88	2
89	2
90	2
91	1
92	2
93	1
94	2
95	2
96	4
97	1
98	1
99	2
100	2
101	2
102	4
103	2
104	4
105	4
106	2
107	4
108	2
109	2
110	2
111	2
112	2
113	3
114	2
115	3
116	2
117	1
118	2
119	2
120	2
121	2
122	2
123	2
124	2
125	2
126	2
