label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels
1.0	37.226530981547434	23.453114208371886	6.7430501357584935	32.47433759010092	17.210374495700172	2.9189979	41.38685295394565	27.86441585018123	19.534832100000003	135319.0
2.0	80.07516965633202	39.04844222583785	9.063583500721991	75.6027165346829	34.52319169673189	3.1435362000000002	85.02744542518538	43.64059247123972	15.4931427	119664.0
3.0	31.55207561168943	20.294078973451988	7.9591783438209225	26.737546091534195	16.390832853047787	3.1435362000000002	37.39158744601526	24.483806574240127	14.370451199999998	105162.0
4.0	91.36308560558152	37.72800408594986	7.499856866208486	86.25675788916395	34.318306286068804	3.3680745	94.9643878423456	42.10395189126649	15.044066099999998	104325.0
5.0	58.66047657715478	23.48263225704052	9.88968770334145	53.0653213617422	18.542129665010304	3.5926127999999995	62.38760754691312	27.659530439518136	20.208447	177498.0
6.0	50.6410030112126	29.11492899308316	8.516131377265022	44.56257681922365	23.869150342250837	2.9189979	55.114175468373176	33.703650054079496	18.6366789	153548.0
7.0	76.039746725986	32.98304261921253	7.823673743015187	71.50500832142096	27.557087734186588	3.8171511	80.82729450659187	36.469603098031314	14.819527800000001	105786.0
8.0	79.78799998257738	32.213072279145415	10.447255117632746	72.2221072587418	27.04487420752884	3.8171511	84.31034648786455	35.957389571373575	17.289449100000002	131386.0
9.0	83.74264534255413	37.38488411982589	7.5772068920505	80.51996639059723	34.420748991400345	3.3680745	87.383627647811	41.69418106994029	15.4931427	99855.0
10.0	106.68753231340641	42.45843331143716	8.453516184173692	102.75003344754327	37.49403015134681	4.0416894	111.25277799006183	46.508988220523094	15.9422193	115914.0
11.0	143.90321399674784	55.28536002512293	7.265031395106551	138.80986572424843	51.323795371105874	4.0416894	150.07856331071878	59.006998270972026	11.4514533	98151.0
12.0	138.26863312982184	53.67784613121254	9.040326101659804	132.97063152035014	47.328529863175476	4.2662277	144.64909992814668	60.133868029619045	14.1459129	170861.0
13.0	59.23830928586503	32.725497845572825	11.320592849582304	53.37264947773684	26.94243150219729	3.8171511	64.4364616535441	37.08425933002061	18.8612172	196104.0
14.0	5.0744758368703184	12.595805340755154	8.210051347638423	0.0	8.092973721192344	4.9398426	9.219843479839378	15.981062031721587	11.6759916	84182.0
15.0	62.15219415959797	28.497988157567434	10.426736603479418	56.138602521688654	25.20090551156097	4.2662277	66.28043034951196	34.62563440206344	19.534832100000003	133983.0
16.0	87.3031495139028	40.167471346180335	9.505166558224118	82.5688204972282	35.547618750047384	4.0416894	90.7642369237521	44.76746222988676	16.1667576	132215.0
17.0	39.635052282352646	29.49025344545673	10.77508257671475	33.601207348747955	22.844723288935352	4.0416894	46.40654551519154	33.29387923275331	20.208447	217953.0
18.0	28.99747361374993	20.341071846742746	13.897587269243562	24.586249279571675	14.239536041085262	4.9398426	34.21586358073725	25.61067633288716	22.0047534	194886.0
19.0	70.48395270534319	30.93987931935965	9.28207011333575	64.53890435887564	26.737546091534195	4.2662277	75.39783112401979	35.137847928721186	14.594989499999999	106653.0
20.0	47.618694636242104	27.637770730936023	12.057649681658358	43.743035176571276	23.869150342250837	3.8171511	53.884863004394596	33.49876464341641	19.7593704	150799.0
21.0	86.28821972218327	32.689598614900525	9.436165286273267	81.95416426523893	27.557087734186588	4.0416894	89.63736716510506	36.16227498203667	15.9422193	135167.0
