label_id	PC 1_mKate2GM130_CFOR_pca_predicted	PC 2_mKate2GM130_CFOR_pca_predicted	PC 3_mKate2GM130_CFOR_pca_predicted	PC 4_mKate2GM130_CFOR_pca_predicted	PC 5_mKate2GM130_CFOR_pca_predicted	PC 6_mKate2GM130_CFOR_pca_predicted	PC 7_mKate2GM130_CFOR_pca_predicted	PC 8_mKate2GM130_CFOR_pca_predicted	PC 9_mKate2GM130_CFOR_pca_predicted	PC 10_mKate2GM130_CFOR_pca_predicted	PC 11_mKate2GM130_CFOR_pca_predicted	PC 12_mKate2GM130_CFOR_pca_predicted	PC 13_mKate2GM130_CFOR_pca_predicted	PC 14_mKate2GM130_CFOR_pca_predicted	PC 15_mKate2GM130_CFOR_pca_predicted	PC 16_mKate2GM130_CFOR_pca_predicted	PC 17_mKate2GM130_CFOR_pca_predicted	PC 18_mKate2GM130_CFOR_pca_predicted	PC 19_mKate2GM130_CFOR_pca_predicted	PC 20_mKate2GM130_CFOR_pca_predicted
1	0.0980295346811788	-0.2697137930484618	1.5011911067963597	0.1775331046932751	0.7039824395546257	-0.2622038355581121	-0.2940238216361984	0.1382897941817178	-0.0315232122445741	-0.1546316560894696	0.0788079282985733	0.1438257146282852	-0.0940230188653963	0.0499909594054666	-0.2446555730707596	-0.0550116782403247	0.0569583761892688	0.0421976051103567	0.0217639039621228	0.0482524561271825
2	-0.0960632960607157	0.0067057206791773	-1.0965931089185343	-0.1277873621915029	-0.176437052499303	0.1574135643151993	0.2654259832316698	-0.0262292491542278	-0.0449308477984175	0.0831952512574866	0.0072051608765434	-0.0949636235201564	0.0051684777868588	-0.0404822718660903	0.0904684884827812	-0.0201944031367781	-0.0876334211089556	-0.0044970061243508	-0.0327665061003827	-0.0118248521572353
3	0.2999531601659635	-0.1097434746720979	-0.6494900157019672	0.2231696918276023	-0.6283695357315014	0.0533349540765864	0.0330836289093168	-0.291982251978729	0.2263776212623744	0.0457156259520641	-0.0258112367038659	-0.1975024466041144	0.0369395263504827	0.1534830743667867	0.0594173347396586	0.0533440699299843	0.0289318359276956	-0.0090856928353735	-0.0085012046836039	-0.1094082279814855
4	1.270512234906355	0.1616059369111257	-0.7711980867462199	-0.0700866274984535	-0.7206840123192754	0.416046187423503	0.2070729507349811	-0.2341193412090192	0.1916899657428498	-0.1294174760994203	0.0084760891219312	-0.2863428885590407	0.0833995937240602	0.0621447902473789	0.0537254495933249	-0.0186613334944361	0.0364246987961175	0.0271762882859991	-0.0450692187969597	-0.0614322944990902
5	-0.4206570688444208	-0.1550172473798961	1.2875351475882053	0.2830578861541694	0.4763917811597773	-0.412908204996781	-0.3337414648813471	0.0305940078219579	0.0778813069154511	0.0288714327304115	-0.0056219690539689	0.1717307805195131	-0.0599295685647321	-0.0305356270758987	-0.0490875452939878	0.0518457806137702	0.0483648959859107	0.0135775601116671	0.0233366186348062	0.0087441616020612
6	0.8225500107712624	0.1565703240388272	-0.1533498598059077	0.1336297688007072	-0.5543864410852752	0.2492589702916546	-0.0477737896885255	-0.0662777098959385	0.2334887751053176	-0.0445968361662538	-0.0493062546908133	-0.0933012045928673	0.16713662883753	0.0476714870663277	0.0319518313933164	0.0958082328816112	0.0080041978857319	0.0393409505721062	-0.0055481155753473	-0.0508149036607105
7	0.9561246431037908	0.0316696800191839	0.096855284444385	-0.0003279748616099	-0.2968496329345033	0.277216441471631	-0.031788555535549	0.0330308401145239	0.0918712963130896	-0.0884333561260114	-0.0105276737689821	-0.0445448498071215	0.1130842267423053	0.0394258593631475	-0.0352200104271592	0.0349745228711776	0.0070234571864206	0.0363497648451319	0.0034027638329215	-0.0011701151928201
8	0.3832991166075829	-0.1331918284273819	-0.6552239723651434	0.0352529711393173	-0.4446332679359957	0.0821348256267299	0.0708645495322107	-0.2070104635574721	0.1239460622231194	-0.0082037969774355	0.0062307575452009	-0.1728261400338945	-0.0330828623819751	0.0974776148442266	0.0549219354628889	-0.0282159558227293	0.0161306584558951	0.0027426906781461	-0.0264986749831005	-0.0829081721191269
9	0.9530958031509184	-0.0464531050966078	1.4762026060021802	-0.2711922801975591	0.0738050970343279	-0.2264484749076219	-0.206118847837908	0.2217497537761027	0.0727723790403588	-0.0846107444443479	-0.0521026351644414	0.1289590638932998	-0.0683312866064487	-0.0574675089532365	-0.0327109246252302	0.030496884928402	-0.0161439414169232	0.1276648014309662	-0.0122937073373507	-0.0140404569734644
10	0.1727208011359318	-0.4733907496726145	0.3681898537939584	0.2539129379674701	-0.1721067999444806	-0.1841170408366755	-0.2987072734088834	-0.1083712888281649	0.1614657658827454	0.2637981412066532	-0.0763503490029248	0.024445128719809	-0.0160135933895565	0.0329192496219315	0.1500186721743722	0.1073180682284029	-0.0186335725108325	-0.0064372956076858	0.0218127449880073	-0.1020583509705082
11	1.1493950041164591	-0.2092310434629684	0.9957638167334254	0.0308551509451261	0.068071101496004	0.1779050650141374	-0.24030392391972	0.1073832290940728	0.034139127419575	-0.0892934297282359	0.0050653903477768	0.0605014591578487	0.0471590548041009	0.0267080675021163	-0.0920619130853316	0.0068819547415911	0.0342473762485254	0.0371278948484441	0.0235006396829486	0.0252962701589301
