label_id	PC 1_shape_CFOR_pca_measured	PC 2_shape_CFOR_pca_measured	PC 3_shape_CFOR_pca_measured	PC 4_shape_CFOR_pca_measured	PC 5_shape_CFOR_pca_measured	PC 6_shape_CFOR_pca_measured	PC 7_shape_CFOR_pca_measured	PC 8_shape_CFOR_pca_measured	PC 9_shape_CFOR_pca_measured	PC 10_shape_CFOR_pca_measured	PC 11_shape_CFOR_pca_measured	PC 12_shape_CFOR_pca_measured	PC 13_shape_CFOR_pca_measured	PC 14_shape_CFOR_pca_measured	PC 15_shape_CFOR_pca_measured	PC 16_shape_CFOR_pca_measured	PC 17_shape_CFOR_pca_measured	PC 18_shape_CFOR_pca_measured	PC 19_shape_CFOR_pca_measured	PC 20_shape_CFOR_pca_measured	PC 21	PC 22	PC 23	PC 24	PC 25	PC 26	PC 27	PC 28	PC 29	PC 30	PC 31	PC 32	PC 33	PC 34	PC 35	PC 36	PC 37	PC 38	PC 39	PC 40	PC 41	PC 42	PC 43	PC 44	PC 45	PC 46	PC 47	PC 48	PC 49	PC 50	PC 51	PC 52	PC 53	PC 54	PC 55	PC 56	PC 57	PC 58	PC 59	PC 60
1	-6.304238810994607	5.1390376059293885	-0.997105534320278	-1.1771209635434845	0.6951358224163297	-1.6741054875054069	-0.592191692915048	0.8144765254279996	1.4248236326643655	1.295954359066278	-1.1734365714162038	0.8801504628629689	-0.17170871838276	-1.1287322150917518	0.285363965915159	-0.7074635974468476	0.8666716041460987	-0.6717759858268946	-0.3141915009920331	1.7167820798308706	0.3840412176542401	0.1859510211913494	0.1735239943710509	-0.2126283768684986	0.1353790470891319	-1.3559645282347843	-0.6040073642136036	-0.1389377477047314	0.1363371451997691	0.123100227168052	0.7257904525074601	-0.2324347560098448	-0.0418033887354667	-0.2325378892261088	0.2954833047687183	-0.0980247117888836	-0.5358858605200154	0.3423153540142135	-0.2686574320834406	0.3763108582950604	0.5463435161173398	-0.1924155442676079	0.1760298922690346	-0.0980236652878215	-0.1407649086334159	0.4461643118772102	-0.2392604187140292	-0.454226207691823	-0.0133635852545529	0.0425969925857602	0.2114773607505319	0.1138303833831167	-0.076819679942658	0.0984318953722687	-0.1534151501442504	0.1148863034205032	0.0174732012135201	0.1687536232938163	0.0333574506224138	-0.0206831719015392
2	4.935012785329868	-4.153434088994331	2.2482006328502004	-1.5490898220961091	-0.7541202159381271	-1.9592461319934031	-0.2021168743855324	1.3844201343087192	-0.8091123289722021	0.1707109058743673	-0.7035404788116907	0.4775964951236309	-0.5499247758312868	-0.8878855679314418	0.3656330289096839	-0.3551620422358184	0.8506321137832155	-0.6326194820171159	0.0757722858199268	0.9142868648716156	0.3230984410308336	0.5718649244883074	0.0568230194222829	0.0170930399560342	-0.3666462841670909	-0.1923425284697515	0.5115289371328762	0.2463769182960818	-0.1146102515776838	0.3166301644321888	-0.7197954373119535	-0.0900682357782555	-0.0245696047398293	-0.0460926176927049	0.1238718976917417	0.2061679920030578	0.0511782288679959	0.1352808188317761	-0.1809489285022447	-0.0928585699306119	0.0755892636806926	0.6766321275766635	0.0588531926847092	0.316674244546325	0.2456938457787778	0.0361130729820245	0.2709651087161249	-0.0068462332389231	-0.1020567484412912	0.1637807409678051	-0.0524037862433191	-0.0799858139819428	0.2107009816577313	0.0138692206204554	0.0656401042343401	-0.0436630840315694	-0.0429920118123914	-0.1137885477482847	-0.0172313428131434	-0.0336924091514634
3	3.623261565630132	2.539246614455012	-1.5656967287800378	2.4243637156649265	-0.8002732415504068	-0.1575721167215948	-0.4020473813232579	1.9100650166655977	0.7878884020229507	-0.4559631712548739	0.8215998519740272	1.3507939160216436	0.2149216154045739	0.5901050665757553	-1.3895682974316828	0.1671143055208168	0.2966827462247189	-0.061463162902625	-0.6118943853885422	0.4293464166603044	-0.1142472435062892	-0.0991470074845481	0.1337044172355236	0.4931372648970487	0.3754893014953703	0.058530683479601	0.3429132129106205	-0.4539071691185891	-0.4335196216576322	0.1609282813437931	0.2729172977975662	0.4490680302738327	0.3587600214097109	-0.5906253186233548	0.2404410238300637	0.2882235514859017	0.162824781169285	0.5142671263599228	-0.0268823336459326	0.5514742947434602	-0.1043698165522834	0.1303020024426473	-0.1761779906623082	-0.2850572607021963	0.0380728309652386	0.0343931807256069	-0.1073789286722872	-0.064019000741958	0.1094219921970136	0.0937574944555113	-0.0037171774213655	0.0570129059700607	-0.1532562694957205	-0.0119436534852752	-0.0726112930935846	-0.013333997071302	0.0499624963907159	0.0160404550662901	-0.0333741521908671	-0.0126812347063216
4	4.896265515658674	1.551257230097751	-1.1881460165562772	-1.026665250950488	-1.351461526025152	3.175988937192112	-1.3702306002971227	3.10245397633079	-0.0374482345329568	-0.924723693704708	0.0825893989585396	1.3298765665026029	1.229151570009969	1.1858644221297834	0.7249212151126359	-0.0226809997418429	-1.098257096830117	-1.0449442127605937	1.2415627759688914	1.08985854857497	-0.8723822220512195	-0.4377499151069542	-0.7312831445693989	-0.0698242664149157	-0.2356935062780072	0.1804258359196552	-0.1442343088600063	1.036031292009542	-0.4651758369864937	0.6952320471217063	-0.9069919464868168	0.3457497090585987	0.0503766295756462	-0.3977659141979249	-0.1343765844888008	-0.0035738278040855	-0.005107640010165	-0.3439504188999827	0.3359644388390774	-0.5490153853704685	-0.387340811085186	0.2586156818812056	-0.3228467134558602	-0.2971447760932499	-0.6580314162541109	0.2233398405276812	-0.0874728626507842	0.0151395271084977	-0.0349879520785626	0.1427601613946682	0.0291816918516816	-0.0892849963962401	0.0111853121500058	0.0696340097206713	-0.0835212823284981	-0.0114786550110942	0.0482453622499461	-0.0291035922238765	0.0096988385713276	-0.0023652619801715
5	-4.521732122549588	1.3307802449346535	-2.2684219995707235	1.7239148874762356	0.1647546941009735	0.0380607894565273	-1.0612098781043764	-0.0275444164418689	1.6562628929446563	0.0419966764293212	-1.079000860200517	-0.3862850379026414	-0.4531168278256966	-1.2307247926291671	1.2526629641599738	-0.7381830576337687	0.0741015959983512	0.7539814349130584	0.2356862121319367	-0.318683076265235	-0.1548167553933605	-0.3650691769763826	-0.1117284170679833	-0.2131075933882034	-0.9830849650494528	-0.0229908402654159	-0.448756551412674	-0.538386380862469	-0.0303739306649048	0.6289892562933203	-0.4315091890330879	-0.3306784952248573	0.0227637869828696	0.4951356364429675	-0.0626720801367881	0.0121032569599708	-0.0661503997417141	-0.2710019076152903	-0.2948900226801704	0.4959285402690313	0.2401249206736977	0.2919273508664303	0.3459773705701736	0.1028577297142523	-0.0744587048031964	0.2518170923517517	-0.5150760038792027	0.0345291440937992	0.1062497915591501	0.234694389740784	-0.0014726225136013	0.0466106612325692	-0.1519338387875871	-0.2607223412651407	-0.1264632440812515	0.0270279026254764	-0.0646838345894514	0.0543372981598299	0.0589637315620782	-0.0105003409520955
6	2.8455116280952137	0.654907420409451	-4.498514746224706	-0.3272736098756595	-0.3390612794238236	-0.6117940461665352	0.3920841586493367	1.5221987168187363	0.9416311644345996	-0.5739321282714615	-1.0064745086794742	-0.1502058978900754	-0.9346425057097792	-1.4411935306311563	1.0337069447945746	0.5507714503168681	-0.7224618599256084	-0.7762157435694156	-0.7248099762558093	-0.6283985685958886	-0.4736285751213641	0.1162671639936329	0.4952868544000576	0.4949015383022317	-0.2121487354909056	-0.0123496595382732	-0.1644960785167143	-0.1495307900395467	0.0811827338090701	0.8959191534645291	0.5669901169820822	0.1078888142613673	-0.1418255250652698	0.4952764054586343	-0.0296478654609192	0.0201408445639215	0.0170202499182325	-0.1926724867491473	-0.0540487257011444	0.0932037382183416	-0.6211158769337516	-0.1832345761810596	-0.1528999517558195	0.0200594471116742	0.0083662240851556	0.1786704608934909	0.0268506944279111	0.0977536565356934	-0.0218802979493996	0.0912421586968936	0.0429503629167231	-0.0300573380224441	-0.1933548390494416	0.0257845652220879	8.638508646618387e-05	0.0470257610130115	0.0865825777041801	0.0477631177947703	0.0107126577156812	0.0182030177110402
7	1.362714117912569	1.339460434029626	-3.348737825483492	-1.3046079402350503	0.0258146623692597	-0.4085569521796732	0.5639890380512675	-1.1277864359389032	0.0830930734143094	-0.230655232503001	0.5180450466384438	-0.6400496339379795	-0.6347498200429283	-0.388753848082556	0.5687631903613807	-0.356627242643188	-0.2907116800991822	-0.2626025711322963	-1.0319016936743608	-1.224392804158246	-0.5675777406659795	-0.1981290708612705	0.1918841252125003	-0.57927751665359	0.4282882095126161	-0.1020852584822783	0.5781693257780036	-0.1189094786962382	-0.3700974403221806	-0.3995892322832776	0.0862308349616256	-0.098889521410577	-0.2573840836767753	-0.2130924842373001	0.5188830643996915	-0.2540257247574153	0.1145946288581943	0.1491800202563671	-0.1284614305285216	-0.1727926714910679	0.1656529735738389	-0.0823614082082883	0.2296063979329715	0.3038559476712395	0.1467375052937876	0.0931235760190029	-0.1287547480438051	-0.0360414734345686	0.0864823220999018	-0.0513631852258325	0.0927375794517691	-0.0671830818383959	-0.0378448793280593	0.0187223418597783	0.0275459857259343	0.0567337121613874	0.0438889098499898	-0.0310354268406311	0.010512124060346	-0.0031011287928343
8	3.195225912234387	1.4051569524295109	0.8753962544228678	1.4121626454307867	-0.4375918879837207	1.6129399908241782	-1.7675107042272855	1.2792743136741018	-0.7661670243746079	0.8829314395758499	-2.3283609224818607	-0.8296262109135135	-0.6476365648115606	-0.3116537050308527	-0.3555338817358082	-0.1714515575218432	-1.338669791854202	0.7691214487210275	0.6386037394574681	-0.1742866352063374	0.3284179654398836	0.2286713194409684	-0.1829156101899792	-0.4296262853958321	-0.7472392933852345	-0.1640226828184261	0.4091632027395866	0.168349539058806	0.5413904779140328	-0.0402444574702354	0.4612214210024785	0.1567150293994529	0.1661307022246803	0.2449254664556381	0.0678159792793015	0.559996905741985	0.1273721651666977	0.5068828282944812	0.1797893223736436	0.4966230016182984	-0.3057873000033794	0.1367853939633543	0.0386377980812309	0.0830266189407294	0.2286114441020329	0.1913201534582776	0.1660809060851905	0.1728293306925762	0.2153168265023636	-0.0335263029404191	-0.0371821290627729	-0.0618434045858843	-0.0078485410910377	-0.0327449036982226	0.0761782209574915	0.0809529364279631	0.0475511641654199	0.0383234248524089	-0.0497585935110448	-0.0022827356704342
9	-1.4475157540181254	-1.8810665961410111	-2.839507345692498	-2.491879529794287	1.6611952750966947	-0.8372491228552347	-2.5712833466104783	-0.8000481421802473	2.6328396537249867	1.2728007793497025	-0.9119491465414278	-1.4233991138609796	1.1328434286040878	1.3625550157339823	0.0549996689303524	-0.5009287708534034	-1.4409880619016335	2.2124943851564263	-0.0495056418848985	0.7331337440385578	-0.2240380869780936	0.3126481373883021	-0.6975598825503789	-0.3751050959313707	0.2491204076756555	-0.2466312058259769	0.9390033045135712	0.4170886661987898	-0.2389412912950541	-0.7148453288641452	0.4192549240296504	-0.0669303101590467	0.3629151127943599	0.3590002701887849	-0.0092150293682596	-0.0745990746226047	0.4199160205284332	-0.0623241409771509	0.5247252396240569	0.1442332256985657	0.2748612143317843	0.2534368473635808	-0.1161427872306237	0.2025263833109893	0.6509337844384707	0.207357279720639	0.3277040218042649	0.0236875670746118	-0.357730001678339	0.290642852160508	-0.1949826864686602	-0.0226387352736079	-0.3447827940882765	0.1688440072696063	-0.2211911694959109	0.0803765369804655	-0.0111047602975998	-0.0529226901737087	0.1066731922478126	-0.0435655093592692
10	0.7221797314676015	-1.8192216954521827	-3.507088273126968	3.8579530325067193	0.7394999475086853	-0.0178248244007507	-1.4236232955617631	-1.9199392210092303	-1.2440316187058071	0.6371829521170032	-0.0047001615555759	0.4352983396272712	-0.9169881159377482	0.6887819529584098	-1.3386855874800547	-0.7237790102145711	-0.1574425516703262	-0.8135342230288768	0.0613701837089832	0.5328490224387621	0.1075298779499466	-0.3933582456189503	-0.4695192533144817	0.6722688098067816	-0.3061704350399396	-0.3205700245938294	0.491854263018207	-0.1817315744244771	-0.1371603640448061	-0.0071661312329758	0.0139563418196086	-0.1432230566504664	-0.3779691884664542	-0.2740385573080562	-0.3178841695302291	0.3980852495709699	-0.0867228475383206	-0.607452995246524	-0.0607738816057202	0.1090954019667545	0.3834831504233147	-0.2254416870814805	-0.1052511126855086	-0.3054156545750398	-0.2510642442338714	-0.0479880931248517	-0.1560243457777382	-0.1635766467472178	-0.0075506549391414	0.0484082334733634	0.0297402858106881	-0.1291455052780514	-0.1702281458714305	-0.0984279379166988	-1.927095705078965e-05	-0.0953140887123894	0.0645207555359084	-0.0423769392461639	0.0787405050938854	0.025062513496765
