label_id	feature 1_mKate2GM130_TFOR_pca_measured	feature 2_mKate2GM130_TFOR_pca_measured	feature 3_mKate2GM130_TFOR_pca_measured	feature 4_mKate2GM130_TFOR_pca_measured	feature 5_mKate2GM130_TFOR_pca_measured	feature 6_mKate2GM130_TFOR_pca_measured	feature 7_mKate2GM130_TFOR_pca_measured	feature 8_mKate2GM130_TFOR_pca_measured	feature 9_mKate2GM130_TFOR_pca_measured	feature 10_mKate2GM130_TFOR_pca_measured	feature 11_mKate2GM130_TFOR_pca_measured	feature 12_mKate2GM130_TFOR_pca_measured	feature 13_mKate2GM130_TFOR_pca_measured	feature 14_mKate2GM130_TFOR_pca_measured	feature 15_mKate2GM130_TFOR_pca_measured	feature 16_mKate2GM130_TFOR_pca_measured	feature 17_mKate2GM130_TFOR_pca_measured	feature 18_mKate2GM130_TFOR_pca_measured	feature 19_mKate2GM130_TFOR_pca_measured	feature 20_mKate2GM130_TFOR_pca_measured
1	6.226882249374781	3.0297399983226474	0.6389910675593532	-0.1729201092573003	-0.6445370074139174	0.617273182333729	0.5611288823011555	-1.819299764717375	-1.9622181189405488	0.3300375082815089	0.3059925645025328	-0.4252090612411435	0.8003207440396635	0.7853613968445391	-1.0154249122482006	0.8974888627564577	-0.933047487764581	0.7153980164449202	-0.5076618181639858	-0.0001643186103246
2	0.5091189401800592	-0.5935289823465553	-3.8534105930677183	0.1976047350970989	3.793537161518061	-0.533729704143425	1.2547019327206343	1.3790228054118303	-1.2490413623016043	-0.9930240104592212	1.0403506514376448	0.5046164500510422	0.2680844089511031	-0.2973096993569762	0.0204005464215589	-0.0241834043357775	1.0193447215891251	0.8713758768536999	0.2336916866370897	0.3022601451890934
3	2.4605510651528246	-1.6599978000049314	-0.699692607456545	1.6704716718817811	-1.9784238859074748	1.176569334227466	-0.6708827203345967	-1.6972118624806698	0.9248693030977654	0.5629494069853597	-0.5809657401420244	1.400357458419864	0.3530765663219467	-0.4357476774089682	-0.1130033338003854	2.224746482021828	-0.8661171112740759	0.0141456999362512	0.5133040454031145	-1.5093112763519696
4	0.2544873093006999	0.1199447066439974	1.288283597400902	-2.305277780249828	-0.8763249985879495	1.9079227661227256	-1.0059751619442288	-0.2115382457964951	-0.0477111891722581	0.5956301296437585	0.1219114385785865	0.1955386182034001	-0.8034850569864421	-0.1917523281596956	-1.118142894886634	1.2378814996567955	1.4483012568730282	-1.952383779702908	-0.26263515448282	-0.2716603193633106
5	5.274781640614892	2.2228853048821837	-2.883127045278496	-0.4455817113871563	0.5124314203067813	0.635746998162925	2.189729111375708	-0.7829800282284995	-2.0798545923675693	-0.8120012809145902	0.6627015206889998	0.2004253389110296	-0.1564406552349211	-0.0995923124625183	-0.8407735541324751	0.7466085068405979	-0.147025938836685	0.460495944041116	0.2190660482438405	-0.0413549150034764
6	2.8931511459106884	1.923041745796788	0.9788420377576228	-2.8829850132602624	-0.2993817378462715	-2.370227428722183	0.7439467305105303	-0.0057793908425395	0.1980812414434984	2.66106490823749	0.3723732593130907	-0.7706922526487276	0.5326640933135075	1.1648052138404332	0.0005471254779864	0.5568589089544498	-0.1976786478113877	-0.1884017004311023	-0.2470162685804134	-0.1900070963382835
7	0.7207765518562199	4.927297714899943	1.9991496027740991	-2.7043212197463578	-0.9006429823943587	-0.0944457706540621	0.1802780629112983	-0.5655220152630873	-1.0170214854950446	-1.0392662356896212	0.1155293852354116	0.5396892128344528	-0.3226848727985019	-0.9619286480620992	1.7106401069655546	0.3576574546236508	0.6501805424315595	-0.9463049355717206	0.9648980429453392	0.026153715379181
8	1.0039946329845009	-0.7763900725110136	1.9670095734397777	-1.1102500938903874	-2.628560469344113	-2.4713435788678244	-0.126008842328922	1.0707769308841726	0.1010181892582546	0.7737920743513558	-0.7176939126084211	-0.43663035482087	0.9816183149448952	-1.2754263630970046	-0.8376402753390727	1.2652326867395849	1.2702629428470615	-0.9809386875524024	-0.1081703413157551	-0.4439197739482706
9	0.7076427184487545	5.439865568987034	-1.6295159685844087	-0.7901911327512352	-1.8779928456500568	1.3069233649482088	0.2917509025669713	-0.3977482055979047	-0.0642520553347471	-0.0988296383729211	0.0836635034161748	0.0438196328154467	1.4018648779638694	-1.461561923462933	0.1466979973965125	0.9278778740434884	1.808442464150836	-0.5477560235300238	0.5031977853283236	0.0495029887891728
10	3.9492264209116295	-1.4504634639211853	-3.807192480535519	-0.9263077980147276	-0.5205456055409392	1.3368429874670678	0.2866607417585871	0.5666261330945198	-2.095164979307672	-2.506717894859645	0.4942538208344271	0.3787108692920743	0.3307251481479424	0.6705084606829741	-0.8905399547957733	-0.8120982846858249	-0.2841117503172573	0.6408864520644345	0.1151132713245821	-0.277854536332332
11	3.3102710392592973	-2.9513829677382564	2.3008511405672327	0.6752294215142349	-1.0319010960889723	-3.6822728389986095	-0.7989432753987326	1.415315276675794	1.8929201771751127	2.4557303525603102	0.4306123649111265	-0.4757756350529613	-0.0003768578123552	-0.2503390705887356	-0.3935712857538526	-0.2675439711014638	-0.0580225332960346	0.0388913414378898	-0.3423897901440415	-0.6780887397469116
12	3.559108946366748	-2.743288953747648	-2.2263880071990685	-0.3572303926998198	0.412778650506014	-1.2057127744488358	1.7189021588901978	-0.6750045940701371	-0.1964919372362186	0.5585910775427331	1.6915166466828144	2.2508143241241463	0.8842689045818548	-0.1596705154088991	-0.8761556993645377	-0.8970654609627778	-0.1845002207074912	-1.3394930257759132	-0.8069368511959553	-1.1423350131865002
13	1.2633618967576192	-2.1934830281476554	2.86123604241426	-0.7159004361908426	0.0328297101740791	-1.3240749159041307	1.0618074305780547	-0.2029918430097617	1.512104911484009	0.5141766290384278	-1.0636445792619167	1.2160772728584988	-0.0845976588995239	0.5160354689005338	1.331376282418806	0.0895489334317735	0.0168891393377522	0.8328908920893058	0.2068286665540877	0.0872956990542423
14	3.326059764233785	2.7427768479845667	-1.6363011284657325	-1.8834363935939853	0.0383309630294226	3.57672755564469	0.3324981562245979	-1.857982916671944	-0.4269900662229156	-0.6258518089223706	-0.5960563159982675	0.969016992785924	-2.198736176145864	-0.2470470214895735	-0.7668225916030667	1.0034797405669509	-0.3431279036144397	-0.6152105752172649	-0.0943167858595575	0.0422090966236542
