label_id	Predicted Archetype_archetype_CFOR_classifications
1	1
2	1
3	2
4	2
5	2
6	2
7	2
8	1
9	2
10	1
11	1
12	2
13	2
14	1
15	2
16	2
17	1
18	4
19	2
20	2
21	4
22	2
23	2
24	2
25	1
26	2
27	3
28	1
29	2
30	2
31	3
32	1
33	4
34	2
35	1
36	1
37	2
38	1
39	2
40	1
41	2
42	2
43	1
44	1
45	2
46	2
47	2
48	2
49	4
50	2
51	1
52	2
53	2
54	2
55	1
56	2
57	2
58	2
59	2
60	1
61	2
62	1
63	2
64	2
65	2
66	2
67	2
68	1
69	1
70	1
71	1
72	2
73	4
74	2
75	2
76	2
77	1
78	2
79	2
80	4
81	4
82	2
83	4
