label_id	feature 1	feature 2	feature 3	feature 4	feature 5	feature 6	feature 7	feature 8	feature 9	feature 10	feature 11	feature 12	feature 13	feature 14	feature 15	feature 16	feature 17	feature 18	feature 19	feature 20
1	-4.611527348333029	-0.8349992468049193	-1.3067692537691795	0.2184505665062392	2.0074108722822492	0.5458961553424667	-0.3637197481212515	0.8266820537355134	-0.3921852960536903	0.3577086449345403	-0.0250625159901612	-0.6221357506583598	-1.2363174698971886	-0.6748274834507826	0.8485974835202084	0.0223180889483647	0.3702848026159326	-0.3954712084897683	-0.22399740991290598	0.2819166201277957
2	-3.8530455800795687	0.0264699517007155	0.2141258358833332	-0.2105568093458591	0.954045609889451	-0.3803337983265158	-0.8150825505353292	0.2172047954021658	-1.3836499952452423	-0.2225429855892071	-0.4724697031555644	-0.3379380755429025	-0.24495282028279	0.5801404884202325	0.0671257319250476	-0.1564672136277394	0.4319926649945275	-0.2287033717311894	0.303993945525229	-0.151445922041683
3	-5.341673847703582	-3.6673826206882367	0.1977232592540129	1.4757282317078002	2.1667800053125	0.13680727638458198	-0.433912104443805	0.7371310627511881	0.6796666109194858	0.8114849167902496	0.4133233798038624	-0.4471199906706545	-0.1608906054472103	-0.5462800376290298	0.1624509160259338	-0.4303938753026143	0.0096993140376608	-0.8151301894696723	0.4462879870739503	-0.0440194025666823
4	-1.4876366618874566	0.8771132912972834	-2.52108856463867	0.7782621462863228	-1.2856437540062584	0.4667273907626177	-1.5064099560071778	-1.6112036597584567	0.4478007271330279	-0.6481045233421856	0.1369955561716274	-0.2250531976938983	-0.3932436041328023	0.0804922066451485	0.3436932138863258	0.9823489939479536	-0.1128717928143632	1.4020283696480005	0.5264703270145937	-0.5224516937378955
5	1.742480329981917	2.282261814435933	-2.370923872817532	-0.3247591962242726	-2.153230106083892	-1.5973006222191477	-0.9819157139173996	-1.4250009954563214	-0.8470858954362942	0.0331726454667966	-0.7093133986320213	-0.5886854307625233	-0.3217454207999011	0.1057834220757119	0.5363232658224779	-1.1793961714221433	-0.3769113004329995	-0.6361047422387169	0.5919713090302019	1.05540606233346
6	-2.5526450959402034	-2.58785589769619	1.1282641489317142	-1.2144537206154369	-0.244270169126295	0.2915503024702693	-0.7537602967934294	0.2090903561067899	1.2936337860320255	-1.5411715940030286	0.2256725782393823	0.3790383804961091	-0.2269992392331434	1.065264787086944	0.0269913144156829	0.0866258510461422	-0.5394267869665428	0.1555637538214411	-0.035304836130625	0.3129075414961639
7	-4.00068003123417	-1.3280539898349168	-0.9003953286056317	0.3895204148786931	0.3131458165479889	0.1401148711266944	-0.8956027482601768	0.3863730989905078	-0.1065655841685717	-0.0833594996790385	-0.7733215414458513	-0.2268132296475676	-0.1358409606560648	0.2799973943041224	0.6243062228620028	-0.0697855190449167	-0.4749910412821732	-0.3408252638170944	0.516263025631526	0.3601549512521272
8	-1.2022929535072246	-0.2104557729043556	-3.4102379639110385	2.5459659337057556	0.2183466865974439	-0.6586114142747684	1.1153622719574086	0.3305749324339945	-0.1948903863472633	-0.7587880907480269	0.7547522637618189	-1.648215574526056	1.1033683481612635	0.1134603391901697	0.4758512422317031	0.1611823827658308	0.5421202409560957	0.3476652986838053	-0.027683371163617996	-0.026834289694236
9	-1.0205748173467513	0.3985764623821216	-2.920202438528272	0.3219222605460787	-1.769928715660804	-0.0457263271237158	-0.4513420840094015	-1.0322649219376452	-0.8845894487307804	-0.1045577914968713	-0.550290915155664	-0.0237293323833989	-0.1453029205756668	-0.3154769233408783	0.8275865941989531	-0.2445352333852427	-0.5211112978808022	0.9990488562878272	0.3465042387094306	-0.2839945665289478
10	-2.875477777428959	6.946194322491228	0.1002800491776351	-1.3515136774643477	-0.25080601298841	-0.9051422311508062	-2.847007715158995	1.6264103934815681	0.3139977327489445	-2.876947967720312	-0.7945422653350225	0.5428994890796088	0.2845195071478453	-0.2216002454236694	-0.9336141571651956	-1.5685185390885903	0.508355522001626	0.6599729350244792	-0.3478255230581098	0.7143857485453645
