label_id	Predicted Archetype_archetype_CFOR_classifications
1	1
2	1
3	1
4	2
5	1
6	1
7	1
8	1
9	4
10	2
11	1
12	1
13	1
14	2
15	1
16	1
17	1
18	1
19	1
20	2
21	1
22	1
23	1
24	1
25	2
26	1
27	1
28	2
29	1
30	2
31	1
32	1
33	1
34	1
35	4
36	2
37	1
38	1
39	2
40	1
41	4
42	1
43	1
44	2
45	1
46	1
47	1
48	2
49	1
50	2
51	1
52	1
53	1
54	1
55	1
56	2
57	2
58	2
59	4
60	1
61	4
62	2
63	2
64	2
65	1
66	1
67	2
68	2
69	3
70	1
71	2
72	2
73	2
74	2
75	2
76	2
77	2
78	2
79	2
80	2
81	1
82	2
83	2
84	4
85	1
86	2
87	4
88	2
89	2
90	2
91	2
92	2
93	4
94	3
95	2
96	1
97	2
98	4
99	2
100	1
101	4
102	2
103	2
104	4
105	2
106	1
107	2
108	2
109	4
110	4
111	2
112	2
113	2
114	2
115	2
116	2
117	2
118	2
