label_id	Predicted Archetype_archetype_CFOR_classifications
1	1
2	1
3	3
4	2
5	1
6	2
7	2
8	1
9	2
10	1
11	1
12	1
13	1
14	1
15	3
16	1
17	1
18	1
19	3
20	2
21	3
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	2
31	1
32	2
33	2
34	4
35	1
36	1
37	1
38	2
39	2
40	2
41	1
42	1
43	4
44	1
45	2
46	1
47	1
48	1
49	2
50	1
51	2
52	2
53	2
54	2
55	1
56	2
57	1
58	1
59	2
60	2
61	2
62	3
63	3
64	1
65	2
66	2
67	1
68	1
69	1
70	1
71	3
72	1
73	4
74	1
75	2
76	2
77	2
78	2
79	4
80	1
81	3
82	2
83	2
84	2
85	2
86	1
87	2
88	4
89	2
90	2
91	2
92	4
93	1
94	2
95	1
96	1
97	2
98	2
99	1
100	2
101	2
102	2
103	2
104	1
105	2
106	1
107	2
108	2
109	4
110	2
111	2
112	2
113	2
114	2
115	2
116	1
117	2
118	2
119	2
120	4
121	3
122	2
123	2
124	2
125	2
126	4
127	2
