label_id	Predicted Archetype
1	2
2	2
3	2
4	2
5	1
6	2
7	2
8	2
9	4
10	2
11	2
12	2
13	1
14	1
15	2
16	1
17	2
18	1
19	1
20	2
21	2
22	2
23	2
24	1
25	2
26	2
27	1
28	2
29	2
30	1
31	1
32	1
33	2
34	2
35	2
36	3
37	1
38	2
39	1
40	1
41	2
42	3
43	1
44	1
45	2
46	2
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	2
55	1
56	4
57	1
58	1
59	2
60	2
61	1
62	2
63	2
64	1
65	1
66	4
67	1
68	1
69	1
70	1
71	1
72	1
73	2
74	1
75	2
76	1
77	1
78	2
79	1
80	3
81	1
82	1
83	4
84	1
85	1
86	3
87	4
88	3
89	1
90	1
91	3
92	1
93	2
94	2
95	3
96	2
97	3
98	3
99	1
100	1
101	1
102	1
103	2
104	2
105	2
106	1
107	3
108	1
109	3
110	3
111	3
112	2
113	2
114	3
115	2
116	3
117	1
118	2
119	2
120	4
121	1
122	3
123	3
124	2
125	3
126	2
127	2
