label_id	Predicted Archetype
1	2
2	2
3	2
4	2
5	2
6	2
7	2
8	2
9	2
10	2
11	2
12	2
13	2
14	2
15	2
16	2
17	2
18	2
19	2
20	2
21	2
22	3
23	2
24	2
25	2
26	2
27	2
28	2
29	2
30	2
31	3
32	1
33	1
34	4
35	1
36	2
37	2
38	1
39	2
40	2
41	1
42	4
43	1
44	1
45	2
46	1
47	1
48	1
49	1
50	4
51	1
52	1
53	3
54	2
55	1
56	3
57	2
58	2
59	1
60	3
61	1
62	3
63	1
64	4
65	4
66	1
67	2
68	2
69	2
70	3
71	1
72	1
73	1
74	1
75	1
76	2
77	1
78	1
79	3
80	1
81	4
82	4
83	3
84	3
85	3
86	3
87	3
88	1
89	3
90	4
91	2
92	2
93	1
94	3
95	3
96	3
97	1
98	2
99	3
100	2
101	2
102	4
103	1
104	1
105	3
106	2
107	2
108	2
109	3
