label_id	Predicted Archetype
1	2
2	1
3	1
4	2
5	1
6	3
7	1
8	1
9	3
10	2
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	3
23	1
24	1
25	1
26	1
27	3
28	1
29	2
30	3
31	2
32	1
33	1
34	1
35	1
36	2
37	1
38	1
39	1
40	2
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	2
53	1
54	1
55	1
56	2
57	2
58	3
59	1
60	2
61	1
62	2
63	1
64	4
65	4
66	1
67	1
68	1
69	1
70	3
71	2
72	1
73	2
74	1
75	1
76	1
77	1
78	2
79	1
80	1
81	4
82	1
83	1
84	4
85	2
86	1
87	4
88	1
89	2
90	1
91	2
92	1
93	1
94	1
95	2
96	2
97	1
98	2
99	4
100	1
101	2
102	4
103	1
104	1
105	4
106	2
107	4
108	3
109	2
