label_id	feature 1_mKate2rab5_TFOR_raw_measured	feature 2_mKate2rab5_TFOR_raw_measured	feature 3_mKate2rab5_TFOR_raw_measured	feature 4_mKate2rab5_TFOR_raw_measured	feature 5_mKate2rab5_TFOR_raw_measured	feature 6_mKate2rab5_TFOR_raw_measured	feature 7_mKate2rab5_TFOR_raw_measured	feature 8_mKate2rab5_TFOR_raw_measured	feature 9_mKate2rab5_TFOR_raw_measured	feature 10_mKate2rab5_TFOR_raw_measured	feature 11_mKate2rab5_TFOR_raw_measured	feature 12_mKate2rab5_TFOR_raw_measured	feature 13_mKate2rab5_TFOR_raw_measured	feature 14_mKate2rab5_TFOR_raw_measured	feature 15_mKate2rab5_TFOR_raw_measured	feature 16_mKate2rab5_TFOR_raw_measured	feature 17_mKate2rab5_TFOR_raw_measured	feature 18_mKate2rab5_TFOR_raw_measured	feature 19_mKate2rab5_TFOR_raw_measured	feature 20_mKate2rab5_TFOR_raw_measured	feature 21_mKate2rab5_TFOR_raw_measured	feature 22_mKate2rab5_TFOR_raw_measured	feature 23_mKate2rab5_TFOR_raw_measured	feature 24_mKate2rab5_TFOR_raw_measured	feature 25_mKate2rab5_TFOR_raw_measured	feature 26_mKate2rab5_TFOR_raw_measured	feature 27_mKate2rab5_TFOR_raw_measured	feature 28_mKate2rab5_TFOR_raw_measured	feature 29_mKate2rab5_TFOR_raw_measured	feature 30_mKate2rab5_TFOR_raw_measured	feature 31_mKate2rab5_TFOR_raw_measured	feature 32_mKate2rab5_TFOR_raw_measured	feature 33_mKate2rab5_TFOR_raw_measured	feature 34_mKate2rab5_TFOR_raw_measured	feature 35_mKate2rab5_TFOR_raw_measured	feature 36_mKate2rab5_TFOR_raw_measured	feature 37_mKate2rab5_TFOR_raw_measured	feature 38_mKate2rab5_TFOR_raw_measured	feature 39_mKate2rab5_TFOR_raw_measured	feature 40_mKate2rab5_TFOR_raw_measured	feature 41_mKate2rab5_TFOR_raw_measured	feature 42_mKate2rab5_TFOR_raw_measured	feature 43_mKate2rab5_TFOR_raw_measured	feature 44_mKate2rab5_TFOR_raw_measured	feature 45_mKate2rab5_TFOR_raw_measured	feature 46_mKate2rab5_TFOR_raw_measured	feature 47_mKate2rab5_TFOR_raw_measured	feature 48_mKate2rab5_TFOR_raw_measured	feature 49_mKate2rab5_TFOR_raw_measured	feature 50_mKate2rab5_TFOR_raw_measured	feature 51_mKate2rab5_TFOR_raw_measured	feature 52_mKate2rab5_TFOR_raw_measured	feature 53_mKate2rab5_TFOR_raw_measured	feature 54_mKate2rab5_TFOR_raw_measured	feature 55_mKate2rab5_TFOR_raw_measured	feature 56_mKate2rab5_TFOR_raw_measured	feature 57_mKate2rab5_TFOR_raw_measured	feature 58_mKate2rab5_TFOR_raw_measured	feature 59_mKate2rab5_TFOR_raw_measured	feature 60_mKate2rab5_TFOR_raw_measured
1	1.382382267470723	2.2803872632712165	-1.3143694548409972	0.4354137340116946	-1.4247546956601191	0.0076931524199228	-2.1166948449969114	-3.0192236119386915	0.5430584466701429	-1.0149631765581535	-0.3165064612173164	2.4673097720632944	-0.6202083770043436	0.3680457500892767	-3.647271091188821	2.1186680194688323	-0.6142448647482617	0.9067403109353314	-0.0150779360390362	-0.6142858161325353	-0.1003614120591911	-2.6546067370888284	0.2958751836926131	-0.8974270523929495	1.1542339382936202	1.6627631797771416	0.3007824384384343	1.6680185108445331	0.3188303624485928	-0.1996953277882505	-1.7779584769262669	-4.7973546963612925	0.6746834724105537	-0.6382010468212946	0.2288004614192258	-0.983433043631632	-0.7882717394398728	1.2891308592318342	-1.1598002477850615	-0.8261757915053298	-0.0130884224850773	-0.2935420336428334	0.0808514818921182	-1.6451371834595263	1.1406910588170915	-1.2326453246556457	-3.1585383316821067	-0.3909448468007113	-0.2673464532288911	2.643816966896208	-2.4293635734150585	0.943900780169452	-0.3323889155665433	0.1200254951843018	1.6412203292622969	2.096214277571596	0.0324002428224757	-1.9901985167966512	-4.201020584914796	0.0024902696363984
2	0.4852208511407441	1.2126899616862232	-0.2594682524472873	-0.2663917042140395	-0.871867058338724	-0.3901648754782318	-2.2048394606789468	-1.9344532750731631	1.4278800090023729	-1.566902735094018	0.2915344177298731	5.635557073490857	-1.3258830033056797	-0.5194121750626584	-3.082903837049323	1.8168779039802017	-0.4230856793757238	-0.5377599558594379	-0.3780996146587843	-0.2208183536525606	2.315965701942215	-1.8178435091040253	-0.5638491750714937	-1.0785571953708946	0.8397852493367175	1.6389533066901203	2.376136033885264	0.2495013061171742	-0.2628604121223774	1.2907769737542385	-2.673830304262207	-3.7565374522168713	0.0287606314414063	0.55654013335335	0.2187162397762518	-1.7869775417495788	-0.7473265857842337	0.4326824165013434	-0.3148149557188534	-2.282519433105727	0.5424413814143159	2.186660230906597	-0.6996123335857664	0.0167216628850965	2.3245056508075503	-1.545902915206332	-3.1194296320654304	-1.1065853336662268	-0.6491693556698763	0.911818453865996	-1.7813157883920083	0.7746906333503234	-0.1589318839038809	-0.0818859749224366	0.661544656019585	1.5835722534079666	0.1520713976584531	-2.139661430275273	-3.3524475322630183	1.6980754890871657
3	0.2611140781875838	2.864064015977993	-0.1567366047882532	1.0903172603803293	-0.7898850370515071	1.004346673634239	-2.1965890627004394	-2.236918112053123	1.2662825993816726	-2.710599933591136	-0.0509726923973929	3.942787140826328	0.2504913999109539	-0.1690014059821808	-1.8667799396349007	2.281551347544806	-2.0212068422439637	-0.2479250296104345	-0.1267399877996449	-0.4132766701070215	2.1121120566172142	-1.6073375603182365	-1.3078083121353568	-0.0720467914455578	-0.0218588858642037	2.876431922038824	1.5551254215260282	0.6846560768997079	-0.9637970879109792	0.1337493098720856	-1.345325882911402	-4.045658179083729	1.7147230277807488	1.0551053362309697	0.4643229864377771	-1.191903963918005	-0.2989311119761817	1.3225710639919988	0.4618433589118834	-2.2214728327778674	1.429940963091284	2.3859158531265883	-0.3907103407045779	-2.039718092693433	1.088647434810654	-1.6071850288678502	-2.397769323882122	0.5413801619472771	0.7265292413020603	1.1626862088523966	-0.3921803902889471	0.7342644564941223	-0.2327485301364908	0.2220227277503917	0.5614010877707454	0.8450594743159705	-0.1546608726188977	-1.906855256199172	-3.175524585163032	2.334440106940641
4	1.3939522893984704	1.330557057603574	0.4053943056076912	0.1727769141132045	-0.6963874669811085	0.0320837519647054	-3.1858504099082503	-1.8881698958792463	0.0859018844304555	-1.512688302646755	-0.6531144722833427	1.4093155291331163	-2.022295205434624	-1.1750757686776343	-2.442029361417858	1.1330610103581984	-0.3596133005365791	0.1055386646070184	-0.1183896741557739	-0.3633589000234717	-0.0120691433130923	-3.603933317319696	-0.8069555448475055	-1.3244057138129222	0.3323757532515574	1.4297857318847118	0.1541135066166359	1.1969808324393876	0.8548853644402483	-0.0710520453252936	-2.086279518021436	-4.2861871207223	0.3262929811353575	-0.1413897311131577	-0.1862940319843599	-0.5110392168936153	-1.893933865348394	0.7184378108584784	-0.1299914477123993	-3.2839674711879017	0.3266215016947389	0.162596189119569	-0.2232215998143182	-0.8736499101791977	0.5735435458887652	-2.853339221342082	-2.341328818270108	-0.5745876694793532	-1.5757354219086008	0.6726562168849042	-1.1960810447829764	0.4686512601157593	0.3407406855898028	0.0461165053652987	1.4009869433350248	2.5703695832547857	1.0588051836075971	-2.3312534693577405	-3.3161005181192102	0.7118796480184426
5	-0.2289561972926102	1.2391971296570374	-0.2272266597316752	-0.5960080251256945	-0.6128951456780452	0.6953141695116795	-1.1639297557026538	-1.7321839761967872	-0.407513762514142	0.3525468988037978	-0.4903777416915492	1.632407207034742	0.2368300950713795	-0.4645856066221981	-3.860322005606297	0.7231075290071365	0.0848938780861319	-0.4153879312803896	0.2858250461025964	-0.4854376230201871	-0.0405515979131001	-1.5688996489081708	-0.481363143772661	-0.7882967142231347	1.2514247796362556	2.0972062672091005	0.5489411479027817	0.6135459387207187	-0.0558880284608768	1.233833068053754	-1.1960055416050333	-4.388813668154915	0.5493644375558832	-0.5050954876387089	-0.3350793810114512	-2.3927146153778853	-0.2886289900626435	1.5481726900382076	-0.2253011723488998	-0.859802027048624	0.7404649458105351	-0.3921531577945201	1.2030105865940988	-1.7471341396713298	1.7157638197231693	-1.0241778039489908	-3.308491246363424	-0.8987972902488424	0.0307791260129839	1.8461808735411929	-2.0984991317387327	0.3162404336008151	0.0568262592950215	0.4088523667454967	0.5241800168620041	0.5959635905941094	0.8956212581182952	-0.3458231025060008	-3.7352018245601233	0.5679758788068554
6	-0.6754427746397614	1.625776529535894	-0.7176581070682917	0.7533314822228464	-0.7868624741482266	-0.1531488298904778	-3.5519424331953986	-1.2653169440069674	-0.0526116664974924	-0.4386068986343865	-0.6423030172778273	3.670739599257924	-2.4837243750645634	0.1426740796630806	-3.645381947302032	2.3215454033991167	-0.9235663000655938	-0.6737363228907995	-0.2215788937907237	-0.391431747661557	0.6086165241628549	-3.8836256007824894	-0.0814910005369015	-1.876066209975015	-0.0007802714788054	2.3091105574330686	0.1484749315769571	1.3708727603047928	-0.0875011457940884	1.664979701212442	-1.0656516457398384	-3.3668372307493564	0.5786800218403466	0.3181126808679295	0.0968696448317559	-1.8607725355702949	-2.208230929884825	2.024542687456725	-0.839991433628715	-2.7385680766161165	1.3214930298946674	-0.4763644787202352	0.8165018793177512	-0.3582349695305236	1.9909465162637845	-2.5409710726161414	-1.4206941049180752	-0.9174786071423302	-2.055575528870558	2.1190046126484408	-2.4303976523594963	0.5964677579035043	0.2965235285051617	-0.1015718490409838	0.8096637063283323	0.3362910459890726	0.1402229678904667	-1.9534754870573583	-2.2483204773972214	1.327022553761272
7	0.1714964455806659	0.8904815083827451	-1.3139034486706365	0.2658968197394806	0.1740181046010218	-0.04502356045302	-1.7146854634261075	-2.0989419612579474	0.8084795883636804	-1.304426303114074	-2.115558600752129	2.7290348630620507	-2.0452278495806637	0.2429734138372788	-3.6471652145198794	1.0595323823470388	-0.2960479947144779	0.0449046653120182	-0.2858217922406099	-0.8731252906461733	1.1911825377033147	-1.8635750746271789	-0.7222416485501103	-2.1472047131479566	0.531582698415928	0.6563039946060383	0.1356825846779332	0.6826855124415743	0.4044003536115156	1.2306917058524895	-1.9319705643541631	-2.8770377613351696	0.4565891967085264	-0.1215120850234101	0.4455295592949612	-1.343184197439105	-0.4868815388414296	0.5009555283791833	-0.4073289888246219	-1.8688797189545312	-0.085581675560189	0.3727251438673877	-0.4191116715831988	-0.328338588567443	2.1948360742743813	-2.3527824449631263	-2.088033339312067	-1.297275339526916	-0.5624221028266829	1.2803832731954254	-2.9333230840960574	0.7460008143216657	-0.1118002405968965	0.2366157987899054	0.8514790086776092	1.307643989206382	-0.0854173138267486	-2.139916605017233	-2.186737427639815	1.7243762925866235
8	0.811067492156123	1.2777138107736823	-1.1463719788005822	-0.0115627481978151	-0.7348327009800064	0.2777515549351772	-3.752575739539264	-1.5345881987797223	0.3987539549838386	-1.3829781231531872	-0.6749047947774728	4.386038530617666	-1.867669701666946	0.3846395796512156	-4.074835566849128	1.5649455954298102	-0.1095348611003369	-0.7921254960353077	-0.4879271898899751	-0.4743639058829501	1.1742171071958385	-3.60072454752782	-1.061447197848273	-1.910919700992728	-0.1034360608477005	0.6157068017401253	0.5171527397137892	0.3086085558254914	0.4103771606195752	1.4669797992220182	-1.6532605809314291	-4.374285870936793	0.5820396633613136	0.2080717086439116	1.7035343397550866	-1.6341456085036858	-1.6864960170071503	0.5022264730796384	-0.7124389560067158	-3.2734508102024757	-0.0569745104562682	0.7861035676851236	0.4141596182663091	-0.7783400820725259	2.3919241975847654	-2.946668783426864	-2.5227231705132347	-1.0800467833834368	-1.1833877318483808	1.1191925635656208	-3.1222932177085383	0.3512332369475912	0.2179036847535744	0.3832886828859697	0.7790529776267046	2.241987444965372	-0.4409052518565345	-2.251181636915768	-3.1621263301738995	1.4984612293016193
9	0.1404795035416921	0.9003467287611597	-0.4960440449715788	0.4457374229918398	-0.4581740618219601	0.7204185653059708	-2.7917275943694384	-2.102378583659012	1.8580917320194683	-1.613531384291273	-1.5619648747501902	3.805149518230373	-0.6306591125593477	0.4553203210483154	-2.9492961907598567	2.3670053250521224	-0.705570370561436	-0.8612211004785719	-1.1172661248537996	-0.7915133231562885	1.1912023129209648	-2.507213934450478	-0.9029316372603814	-0.7362372382772053	0.1854657049513712	1.3481055795315358	0.3864738874397551	0.4680866474968455	-0.4236141910529072	-0.3861485357035827	-1.8965510169060773	-2.9666463294336083	2.08768122614555	0.8811015047857806	1.4245698277637957	-1.6303466534430973	-0.9867017347922022	0.7609001470338246	0.2548922901994642	-2.8032883607974743	0.3674636886956497	0.7454990060547375	-1.0336654566333372	-0.93495595344993	1.6105608734165648	-2.00819310572085	-1.5795876531291584	0.4919206683240165	-0.0813680017668074	0.8334622247762913	-1.8389697162653376	0.8632259863630259	-0.5301904461205842	0.1001972169716984	0.8516886823573953	0.9132684715453718	-0.2119695612962553	-2.8135229159788606	-3.1263976618555103	1.7373531138942957
10	0.0954771736532398	2.960737275866701	-0.2839516467027088	0.7248030062376911	-1.1165689328674615	-0.1027870556936614	-3.4525420138342886	-1.8934866072155587	-0.3496484425355337	-1.0200291197352325	-1.0129831789740864	2.068659080253344	-2.235795099636604	0.2701330931822687	-1.9861223709577809	2.4254644423572245	-1.0294731671420998	0.2357811320697531	-0.4458741574213305	0.2837967673039847	0.0684812799551801	-4.223227714465187	0.2353815617334552	-1.2225059331843255	0.0477361933682707	1.425293361653456	-0.5906189086983296	1.0950029339628802	-0.1569381758739661	0.1900824178661295	-2.0478244975440547	-4.248588674550677	0.5861516535413771	-0.1858284358240696	0.2452992684335147	-0.0968745662678882	-2.0376933192164306	1.6953123205508998	-2.129143237197052	-3.1635574837667817	0.911107103132836	-0.382365038156832	0.5063928667172526	-0.9764889249601488	0.6236350361823897	-2.920944179342849	-2.511915326408836	-0.3359763066562539	-2.1145309928192444	2.5376954579144324	-1.750301671370866	0.3005956708726192	-0.1288212356421223	-0.0948641430088017	1.6031634677038504	1.831283425522208	-0.2256704560015689	-2.1412431529188867	-3.3926243503463507	-0.0337496275832474
