label_id	Predicted Archetype
1	1
2	1
3	1
4	2
5	1
6	4
7	1
8	2
9	1
10	4
11	2
12	4
13	1
14	1
15	1
16	2
17	1
18	4
19	1
20	2
21	2
22	2
23	1
24	1
25	1
26	1
27	1
28	2
29	1
30	2
31	1
32	2
33	1
34	2
35	4
36	1
37	1
38	3
39	1
40	2
41	2
42	1
43	1
44	2
45	1
46	2
47	2
48	3
49	2
50	4
51	4
52	3
53	2
54	2
55	2
56	4
57	1
58	2
59	3
60	3
61	2
62	2
63	2
64	2
65	2
66	1
67	2
68	4
69	4
70	2
71	2
72	2
73	2
74	3
75	3
76	3
77	2
78	3
79	4
80	2
81	2
82	2
83	2
84	2
85	2
86	2
87	3
88	2
89	4
90	2
91	2
92	4
93	3
94	3
95	3
96	2
97	2
98	2
