label_id	Predicted Archetype_archetype_CFOR_classifications
1	2
2	1
3	1
4	2
5	1
6	1
7	1
8	1
9	1
10	4
11	2
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	4
23	1
24	1
25	2
26	2
27	1
28	3
29	2
30	1
31	2
32	1
33	1
34	1
35	1
36	1
37	1
38	2
39	1
40	1
41	1
42	2
43	1
44	2
45	1
46	2
47	1
48	1
49	1
50	1
51	2
52	1
53	1
54	1
55	1
56	1
57	1
58	4
59	1
60	1
61	1
62	2
63	2
64	2
65	2
66	2
67	2
68	3
69	2
70	2
71	4
72	2
73	2
74	2
75	2
76	1
77	2
78	2
79	3
80	1
81	2
82	2
83	2
84	2
85	1
86	2
87	2
88	1
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	1
97	2
98	2
99	2
100	2
101	1
102	4
103	4
104	2
105	3
106	2
107	1
108	2
109	1
110	4
111	2
112	2
113	2
114	1
115	4
116	2
117	1
118	2
119	4
120	4
121	4
122	2
123	2
124	4
125	3
126	4
127	4
