label_id	feature 1_shape_TFOR_raw_measured	feature 2_shape_TFOR_raw_measured	feature 3_shape_TFOR_raw_measured	feature 4_shape_TFOR_raw_measured	feature 5_shape_TFOR_raw_measured	feature 6_shape_TFOR_raw_measured	feature 7_shape_TFOR_raw_measured	feature 8_shape_TFOR_raw_measured	feature 9_shape_TFOR_raw_measured	feature 10_shape_TFOR_raw_measured	feature 11_shape_TFOR_raw_measured	feature 12_shape_TFOR_raw_measured	feature 13_shape_TFOR_raw_measured	feature 14_shape_TFOR_raw_measured	feature 15_shape_TFOR_raw_measured	feature 16_shape_TFOR_raw_measured	feature 17_shape_TFOR_raw_measured	feature 18_shape_TFOR_raw_measured	feature 19_shape_TFOR_raw_measured	feature 20_shape_TFOR_raw_measured	feature 21_shape_TFOR_raw_measured	feature 22_shape_TFOR_raw_measured	feature 23_shape_TFOR_raw_measured	feature 24_shape_TFOR_raw_measured	feature 25_shape_TFOR_raw_measured	feature 26_shape_TFOR_raw_measured	feature 27_shape_TFOR_raw_measured	feature 28_shape_TFOR_raw_measured	feature 29_shape_TFOR_raw_measured	feature 30_shape_TFOR_raw_measured	feature 31_shape_TFOR_raw_measured	feature 32_shape_TFOR_raw_measured	feature 33_shape_TFOR_raw_measured	feature 34_shape_TFOR_raw_measured	feature 35_shape_TFOR_raw_measured	feature 36_shape_TFOR_raw_measured	feature 37_shape_TFOR_raw_measured	feature 38_shape_TFOR_raw_measured	feature 39_shape_TFOR_raw_measured	feature 40_shape_TFOR_raw_measured	feature 41_shape_TFOR_raw_measured	feature 42_shape_TFOR_raw_measured	feature 43_shape_TFOR_raw_measured	feature 44_shape_TFOR_raw_measured	feature 45_shape_TFOR_raw_measured	feature 46_shape_TFOR_raw_measured	feature 47_shape_TFOR_raw_measured	feature 48_shape_TFOR_raw_measured	feature 49_shape_TFOR_raw_measured	feature 50_shape_TFOR_raw_measured	feature 51_shape_TFOR_raw_measured	feature 52_shape_TFOR_raw_measured	feature 53_shape_TFOR_raw_measured	feature 54_shape_TFOR_raw_measured	feature 55_shape_TFOR_raw_measured	feature 56_shape_TFOR_raw_measured	feature 57_shape_TFOR_raw_measured	feature 58_shape_TFOR_raw_measured	feature 59_shape_TFOR_raw_measured	feature 60_shape_TFOR_raw_measured
1	-1.029952818517744	-0.6997491512348708	0.1662233812492552	0.0060595976159394	-0.6138862165431744	0.2823661828375855	0.2785706041929368	-0.4526116396871986	1.1294277039755936	0.5305548292612814	-0.4456713208213372	-0.5829786751035206	-0.7871814573932356	-1.0332706472433109	0.0105620373198616	0.8603991172603112	1.1858020554795985	-3.6403251098774185	0.0287675126756958	0.4163896225539132	-0.4655380945457237	-0.8000140020595627	-0.8027465345341299	2.382826472815742	0.2312946502271931	-0.0871210555153362	-1.7107666068386926	0.3825138754001713	-1.0192259272639783	0.9457216024655944	-0.0732679749475915	-1.135095611201951	0.6906968965044521	0.3327449580583332	2.116481441990421	-1.155196274967191	-0.499978851962215	0.5469508718626441	-1.6396793308408024	-0.1805998876826864	1.5694032288359985	1.003321705714125	0.2666591812354859	0.3272135650387491	0.2259317719599094	0.1418211234594351	-0.4920437230946461	-1.3035897281367634	0.1135861230031092	0.4701413905058729	0.5738046201205195	0.8394951599188821	1.1327800886842918	-0.4776857204541667	0.9670978618524472	-0.0830925294053374	1.7193714444648154	-1.4012023081932077	-2.007228695669789	1.670221773470535
2	-2.1319259495687506	-1.0142936532842173	0.6229234922376427	0.0525465952428156	-1.1284782786680512	0.078717621656586	-0.2689223923526433	-0.2145222650230539	0.2453292173347039	2.677032270697977	-0.8900804904434262	-1.724914270291101	-0.8276943704998385	-2.001634580468908	-0.0649211828999707	0.8521554971029166	0.7269085952128391	-2.5237146118212164	0.911179525463588	-0.5698315250325926	-0.7524721031985824	-1.89504130241082	-0.3791175226850569	2.514583913262157	0.0327862951707649	-0.5117561905288932	-0.2370987911547279	0.4898373421371311	-1.2377663373049588	-0.0318163243006877	-0.1571156717196231	-1.6472781443465414	0.4389383352484028	-0.1728931526333788	2.9160330853529617	-0.0132763845987847	1.0670415236470798	2.0003388135557936	-1.8644452916585912	-1.2179626057013124	2.719150277699641	1.6229148526139134	-1.3228134749044989	1.7544647435951313	1.4101131142920362	0.8503910591881655	-1.9275977297809768	-1.2140223885789276	0.1237118551771305	1.2249124878587458	-0.1160808738847089	0.0697668892013387	1.4710036066972618	0.0557928643261811	0.1430873130873964	-0.1791194934976045	-0.048596218528794	-2.1625325413716734	-2.386551266487796	1.8975448278024816
3	-1.1231272346199177	-0.9726792260555972	0.0760357941816716	-0.4253276064766703	-1.2046422584938623	0.7174468372882762	-0.2159455352443706	0.2595408194411198	1.1210497182456716	0.9982432051813088	0.3227564459690851	-1.2003772909469057	-0.8197394204193178	-1.3875628091731085	-0.0116292866246752	0.3580022379385417	1.8826666351099075	-2.4938413606047454	-0.097064228810781	0.6542385763862055	0.0196939879494411	-1.0379794649622824	0.6207391195359294	2.971888810445188	-0.0756769719358594	-0.2021394800737476	-2.4068545880780525	-0.009676655069609	-0.1810515911959478	-0.006233324842185	0.0122683374175081	-0.8049474623172124	-0.1842466701635052	0.5150422191140203	1.55966186011575	0.4052889176432437	0.3824361224429311	2.059220000467424	-3.014707283620511	-0.1018257940376283	2.304150943945245	2.393126707216187	-0.0887817351616506	0.8757040469096045	1.098399773232083	0.0405581343157928	-0.5818110350706776	-0.2119724473633089	-0.3013142738530479	0.4568456222645807	0.0038275110293928	0.0399433441726033	-0.1170575973595151	-0.0352790046286686	0.1330738025039668	-0.0182946112042023	0.2582028813674188	-1.409640049925752	-1.5636877381276215	1.5102127337436857
4	-1.0384762418294082	-0.8387223055981722	0.7409238017014762	0.1692779510892013	-1.0882514981904226	0.4138916459497918	-0.1108521295893052	-0.2716663382779698	0.0589869505259779	2.961480634075828	-1.0574205030923358	0.1372303947584576	-0.6671590313391098	-1.5534250676634351	-0.2768157466028784	-1.226646654597832	0.2477025460733404	-1.6402513279004889	0.3875426654907055	-0.4163448757798913	-0.0535868805915478	-1.1160916367621097	-0.1974119657843561	2.331047273010636	-0.1831524741447197	0.1838433016003113	-2.6081279355857245	1.2943247460772442	-1.7397051100654493	0.1792479067730772	0.0483536183621362	-1.4703052018398766	0.6552397416765221	-0.9866883921392202	2.736478772508665	-0.1546956937099435	0.3118288063850052	1.1690868731374109	-0.8219329272339357	-0.9178368556757652	3.022113851178168	1.164586199750247	-0.9751506360305306	1.7815548005500486	1.1762039309755066	0.4418132399667893	-1.5604553036420628	-0.9364932448663792	0.1927131840560476	0.2074032079930958	-0.1819245835075538	0.4919825422435044	1.2536833599327315	-0.8054329857936242	1.3827408649093194	-0.2776604921482301	0.2299596673716868	-1.6356989567863909	-2.2382104983911355	1.325592287459434
5	-0.7959107487617496	-0.8511133588375286	1.3493944518088408	-0.6771467617434641	-0.5193545146381409	1.1081510566013506	-0.3263584949035989	-0.0599569518120874	0.9505548750497974	1.1303813393116338	-0.6115949808053525	-2.0028029758042525	-0.3387604365029664	-1.2747641605348012	-0.3518870296177489	2.8481391906482108	1.045903921590751	-2.4272648555648466	0.3818857652434619	-0.2766474260470233	-2.0051981025066423	-2.3054753625240134	-0.0081107491843463	3.1642653959498555	-0.0942541492751942	0.2207397727741485	0.2409632152254461	0.3987389335403071	-0.5148403244198532	0.0334857022880852	-0.2871171886611817	-0.8738493522973938	0.6387425729848941	-0.3267902128769337	1.8576166642565832	0.0269074913903986	0.5315892720648671	0.8563212361647563	-3.4375527088571225	-1.6957888780417774	2.4819047190558368	2.2562385996980785	-1.7205586426259782	1.5075319364074842	1.9486701333333745	1.4320579549612702	-1.7345925632583032	-2.071065135319258	0.1530112501267031	0.2122290498834194	0.2921837447358137	-0.1597276738172146	1.1410853770719542	0.1009055461333892	-0.7158260643377021	0.0896555997828285	-0.2979683754776392	-2.0834532915616144	-1.5595314007135184	2.3377515791069605
6	-0.920138239246418	-0.784633179683458	-1.1827834789050873	0.736888936321493	-0.6739460194312624	0.968191882839562	0.3761045937191513	0.7147268761796536	2.2171869486275075	1.4125928783599102	-0.9399110661579072	-0.4013227828389845	-1.0589723404808988	-0.8188779064154996	-0.9057909789624484	-0.7306717154187014	0.0284019498772225	-2.272733477527632	-0.0833819069497372	-0.3090906855590778	-0.254111030089895	0.6327465057478108	0.4257645194257911	2.102238796660624	-2.4773425649060257	0.0210875575691778	-3.3908980738435446	0.1533774115676953	-1.4222047408482057	0.6031310599293656	0.3866812939283549	-1.4518449433507068	0.3895893422781693	0.0302364373494061	2.2704421291106547	-0.6994290230985704	-0.0064921519032234	0.6791217257958366	-0.2735305937476795	0.8469324103880167	1.501293123688364	1.9552468228340247	-0.2763990904867937	0.4528102174110695	0.0029262975055468	0.6157418024250598	-1.9377507895211696	-1.0136366857483274	-0.2912008570515429	0.8702509604376218	0.7868161460568609	-1.2650954064221531	2.104889412232416	-1.945286656149272	0.2309751400770761	0.2596739906985883	1.8455494222173257	-0.1079288505638258	-1.4644991312755111	0.7129476872172901
7	-0.5317960020066179	-0.5125306718128211	-0.0586551821827357	0.4535742207135249	1.4324122596468083	-0.2032836863824205	-1.0515663283771055	0.3704589482101113	1.7290926688499944	2.0311841083659017	-0.2737204857178888	-1.6057538163749	-0.5786002396058119	-2.348764552691777	-0.3196984209725999	0.8466874578683791	0.2881780824858659	-2.6771954215005285	0.5871363580023403	-0.3713260862539528	-0.8155860719418428	0.4764973363446665	-0.7400593643388894	3.472543028785674	-0.4969177752537783	-0.2934629585609017	-1.8378867912560728	0.0316983126189001	0.0646080124364663	-0.1225144078595605	-0.98221057556694	-1.7009625433874531	0.6269812893979392	-0.148823175887713	1.9061606208662705	0.148928216681526	0.8594981885051567	1.2484166848712628	-1.7663764521559402	0.6948959939060142	2.2732914953244485	2.2054723841139	-0.3659092759425917	1.2657081562761343	0.3938914647652765	0.4766027666103829	-2.228684916429424	-1.5096201672748468	-0.0825580484645631	1.7646861285138742	0.443690267774895	-0.2190498428475829	1.4175043094489468	-0.5283794165729074	-0.1488815120500257	-0.1400699056129418	0.0843225838351315	-0.1572747030682464	-2.7339486039869225	1.905407354814544
8	-0.5897550927620507	-0.9396071776700234	-0.2449113447098091	0.2792885966156095	0.0368785893912693	1.6616282077607574	-0.2135700907036557	0.0291225701661304	1.2588707653069875	1.5750043097333952	0.2942994125368516	-0.7034285893521697	-1.002287582662071	-1.4094915756716555	-1.0164429369228891	-0.1973431491798395	0.4276428642187627	-2.262927131968856	-0.4122478600070631	0.0122986921956311	0.3373472781517828	-1.2802994626315156	-0.1141120195470792	3.1328629884295283	-1.117322694382187	-0.444906167994581	-2.4943105241643493	-0.0914986029012947	-0.1002662064302382	0.1911681822018822	-0.1599739585891751	-0.3309323129842574	0.4406895749748432	0.2488234808597487	0.7444131021198062	-0.4869076030161295	0.6722279459871152	1.4711229913514303	-0.9853123048875504	-0.4141821579298859	1.1702278747400938	2.0761459517315988	-0.1499057937038728	0.0610064104846133	0.5382612760418406	-0.2539759582371836	-1.0305766890397372	-1.1404563550598574	0.094763973238884	0.5351111016105672	0.2124947960298302	0.0105018827639611	0.6665387066406181	-0.7953209455196695	0.4641318113960179	0.2726429278319904	0.8458589211279177	-1.2545230535503022	-1.5881434574067042	2.108739881062517
9	-1.4857350202713582	0.8348846006816291	-1.101762817502718	1.1776900530976857	-0.1822734943349966	-0.0638255731783924	-0.1717229817153194	0.0831292160088421	1.6505767514499985	3.7347452765695768	-0.6509524077850039	-0.2944279895625081	-0.8699816133230511	-1.629481329124382	-1.2857791170245028	-0.1481599379356917	0.1588476216226447	-2.967786001726908	0.9003046445107503	-0.6857522522352688	-0.2665257080354046	-0.6440314197473751	1.2328652915102158	3.2801794337003924	-1.970469481164356	-0.3880192320671511	-3.397840005526512	1.52554865719291	-1.1151705659762752	0.3443471465087139	0.0969063473639342	-0.2310230354321487	-0.166855445588868	-0.4784803336206433	0.9406709808884992	-0.1242970040860295	1.217869737855677	1.225127060637054	-0.9860525851928714	-2.152326052570078	1.5814689397233783	2.704932420832899	-2.413738378965343	1.085405789445125	2.1824873447400903	0.1053870395498246	-2.2551793626909653	-1.3840493895660115	0.8100418939110309	0.5613506536954698	0.4112848217158156	-1.865030248278424	1.1340204078637166	-1.097929556464213	2.098464159814117	0.6919233571454774	1.6747707681615325	-0.4211262971391853	-0.6615847820616452	1.3313228101484342
10	-0.0516894931810387	-0.0861058161388391	0.0220985265928639	0.3881779293836189	0.0836044593245975	1.147819883035178	0.0456614900469687	0.0543647301304535	1.8524091036289727	1.7711445177964782	-0.9717953013218998	-0.4180368621668019	-0.2224963403711215	-0.6804316442631517	-0.8515333997926429	-0.4731931672322748	0.1854028145000524	-2.93389120663275	0.1435355082113116	-0.2538333265876482	-0.3697454422832527	-1.1477500276682853	-0.1546831426715314	3.474314564906526	-0.386279151420406	0.6645323133186783	-3.966296204811535	0.9767198219224732	-0.1824555362775211	0.4460959988667747	-0.1365610131675195	-0.3709089060705395	0.377367035783142	-0.1859756682129318	0.8343016642340708	-0.0469925970307772	0.1042325141612483	0.3766221726451642	-0.6016594162326232	-0.8521026294386949	1.1463528759911163	2.004433994182455	-1.1757755379334087	0.9226680836649648	0.8665934485258748	0.1974755663744967	-1.1441566110341554	-1.860635745870701	-0.2383125198168367	-0.0010469067397567	-0.107109347106056	-0.6597887052537006	1.6830387718460982	-2.0426830599401287	0.9687279038606826	-0.3885234244363755	1.8155189774946925	-0.8210390019983596	-1.4524924643497357	2.343429869827617
