label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	2
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	2
22	2
23	1
24	1
25	1
26	2
27	1
28	2
29	2
30	1
31	1
32	1
33	2
34	3
35	1
36	1
37	1
38	2
39	1
40	1
41	2
42	2
43	2
44	2
45	1
46	2
47	2
48	1
49	2
50	1
51	2
52	3
53	1
54	3
55	2
56	1
57	1
58	2
59	1
60	1
61	2
62	1
63	2
64	1
65	1
66	2
67	1
68	2
69	3
70	2
71	1
72	1
73	2
74	3
75	2
76	1
77	3
78	1
79	4
80	2
81	2
82	3
83	1
84	2
85	2
86	2
87	2
88	2
89	2
90	1
91	2
92	2
93	2
94	2
95	4
96	2
97	2
98	2
99	2
100	2
101	2
102	2
103	3
104	2
105	2
106	3
107	2
108	2
109	2
110	2
111	4
112	1
113	2
114	2
115	2
116	2
117	1
118	3
119	4
120	2
121	4
122	3
