label_id	feature 1_lysotrackerdeepred_CFOR_raw_measured	feature 2_lysotrackerdeepred_CFOR_raw_measured	feature 3_lysotrackerdeepred_CFOR_raw_measured	feature 4_lysotrackerdeepred_CFOR_raw_measured	feature 5_lysotrackerdeepred_CFOR_raw_measured	feature 6_lysotrackerdeepred_CFOR_raw_measured	feature 7_lysotrackerdeepred_CFOR_raw_measured	feature 8_lysotrackerdeepred_CFOR_raw_measured	feature 9_lysotrackerdeepred_CFOR_raw_measured	feature 10_lysotrackerdeepred_CFOR_raw_measured	feature 11_lysotrackerdeepred_CFOR_raw_measured	feature 12_lysotrackerdeepred_CFOR_raw_measured	feature 13_lysotrackerdeepred_CFOR_raw_measured	feature 14_lysotrackerdeepred_CFOR_raw_measured	feature 15_lysotrackerdeepred_CFOR_raw_measured	feature 16_lysotrackerdeepred_CFOR_raw_measured	feature 17_lysotrackerdeepred_CFOR_raw_measured	feature 18_lysotrackerdeepred_CFOR_raw_measured	feature 19_lysotrackerdeepred_CFOR_raw_measured	feature 20_lysotrackerdeepred_CFOR_raw_measured	feature 21_lysotrackerdeepred_CFOR_raw_measured	feature 22_lysotrackerdeepred_CFOR_raw_measured	feature 23_lysotrackerdeepred_CFOR_raw_measured	feature 24_lysotrackerdeepred_CFOR_raw_measured	feature 25_lysotrackerdeepred_CFOR_raw_measured	feature 26_lysotrackerdeepred_CFOR_raw_measured	feature 27_lysotrackerdeepred_CFOR_raw_measured	feature 28_lysotrackerdeepred_CFOR_raw_measured	feature 29_lysotrackerdeepred_CFOR_raw_measured	feature 30_lysotrackerdeepred_CFOR_raw_measured	feature 31_lysotrackerdeepred_CFOR_raw_measured	feature 32_lysotrackerdeepred_CFOR_raw_measured	feature 33_lysotrackerdeepred_CFOR_raw_measured	feature 34_lysotrackerdeepred_CFOR_raw_measured	feature 35_lysotrackerdeepred_CFOR_raw_measured	feature 36_lysotrackerdeepred_CFOR_raw_measured	feature 37_lysotrackerdeepred_CFOR_raw_measured	feature 38_lysotrackerdeepred_CFOR_raw_measured	feature 39_lysotrackerdeepred_CFOR_raw_measured	feature 40_lysotrackerdeepred_CFOR_raw_measured	feature 41_lysotrackerdeepred_CFOR_raw_measured	feature 42_lysotrackerdeepred_CFOR_raw_measured	feature 43_lysotrackerdeepred_CFOR_raw_measured	feature 44_lysotrackerdeepred_CFOR_raw_measured	feature 45_lysotrackerdeepred_CFOR_raw_measured	feature 46_lysotrackerdeepred_CFOR_raw_measured	feature 47_lysotrackerdeepred_CFOR_raw_measured	feature 48_lysotrackerdeepred_CFOR_raw_measured	feature 49_lysotrackerdeepred_CFOR_raw_measured	feature 50_lysotrackerdeepred_CFOR_raw_measured	feature 51_lysotrackerdeepred_CFOR_raw_measured	feature 52_lysotrackerdeepred_CFOR_raw_measured	feature 53_lysotrackerdeepred_CFOR_raw_measured	feature 54_lysotrackerdeepred_CFOR_raw_measured	feature 55_lysotrackerdeepred_CFOR_raw_measured	feature 56_lysotrackerdeepred_CFOR_raw_measured	feature 57_lysotrackerdeepred_CFOR_raw_measured	feature 58_lysotrackerdeepred_CFOR_raw_measured	feature 59_lysotrackerdeepred_CFOR_raw_measured	feature 60_lysotrackerdeepred_CFOR_raw_measured
1	1.1127579433674843	-0.1623462834038425	-0.0395794457282809	-1.0472656492512833	-0.5192802400961327	0.2345400549827289	0.2931180721734843	-0.1933006156490977	0.1492558699056604	-0.2547233278260826	-0.0077069109222727	-0.1463601989863092	1.1797368020385086	0.6927845092893519	0.4854053819154891	0.8930637529008173	0.8692398111421438	-0.6309870928965199	-0.6261274626834359	0.0468998922475671	-0.1655349735316439	0.0660590621993225	-0.5469727678396805	0.3211376470031092	-2.8956327809845184	-0.7558914736241857	0.1469704984558437	-1.3866074560417647	-1.6151320038328851	-0.7869037785603141	-0.8242017357521336	-0.6304500474766714	0.1471816208630006	0.5119762459075402	-0.7920329348142903	0.12593135931461	0.1315551972730614	0.3546019531018057	-0.1404705202886426	-1.9262936644935715	-0.6128735500834674	-0.163472912831077	0.8179780407332573	0.4869194290812062	0.8051934036715882	0.1998752897068881	0.119143274090984	-0.2980629576775555	1.690565332546344	1.5296689381692996	1.983863295841808	0.5014740021484121	-0.1212313261577395	0.2355511279339417	-5.487377680449726	-2.24369927427252	-1.5645780377202103	-0.2741347509139763	0.2203339312109033	0.152572103141297
2	0.875411282785962	-0.1870264177523118	-0.608949399693574	-0.6232356641800647	-0.7077573985357997	-0.1883901896020727	0.0195340823111798	-0.3176950463933516	0.2212010353631813	0.2377724775532465	-0.2664352349377401	-0.2107659325286439	0.6561596655293934	0.7302934685987839	0.1576276484953166	0.7836389495801717	0.9455093232347628	-0.9047937620136446	-0.5186556015041885	0.2959293271432567	-0.1156351469196314	0.2254873870480718	-0.5194136579192798	0.2949190129961908	-2.467760606790556	-0.8711693858450245	-0.3682559702425325	-0.911683468139436	-1.8814145033994625	-1.1770254203060977	-0.3148200504329472	-0.0621541326186487	0.1758162108913407	0.8405516369211649	-1.2316068149319022	-0.1278994840496521	0.1557062301770894	0.4611770236032254	-0.2251619787850112	-1.5343748854504735	0.1606136181629032	0.2719923951670286	0.4500778607436417	0.3622269052789666	0.8030768591203481	0.2289307803243719	0.1681154415334221	-0.2816430454524383	1.2447843132625465	1.4350316886017662	2.0064599095108684	0.6184546922241335	-0.3192666317398704	0.1451423790592402	-5.073544375288955	-2.363266319169485	-2.0125841218787968	-0.4191169176100306	0.1708430578179415	0.2448712095823229
3	0.2690890672888051	-0.5475576437987925	0.5981804559440861	-0.6847475022558105	-0.2939410437573677	0.4942555847920626	0.0542139578078775	-0.3037325611203624	-0.0065688444840621	0.0517115354520336	0.0408914608194903	0.0123770697826017	0.8199346834433019	0.5219773491537935	0.0862342113516184	0.212476371589261	0.4688451458812209	-0.2249270925025388	-0.7950340132551867	-0.1894728039600008	-0.0726675617662822	0.2427459061572666	-0.8069780390593566	0.5929417693280586	-2.550412223508036	-0.5323337018916385	0.3604928499619744	-0.9507453176852634	-1.4250353738609114	-0.5172822785596303	-0.7457455256918821	-0.4321674976110952	0.5585481617728293	0.8615405192752724	-0.8871067387904459	0.3401058814188071	-0.0558813699163875	0.0118195578349289	-0.0024503968337465	-1.890420315249005	-0.2569689041879719	0.5281888739094959	0.1869165477089721	0.3650268620826554	0.9494595588852754	-0.2698661198948399	0.0319733865962886	0.1460395799292138	1.055548970475145	1.4421619858096453	2.1030573286356145	0.8377702584469473	-0.5105315374522452	0.1086112815784702	-5.162965098474505	-1.9303775825301408	-1.219773627708896	-0.3757795522163627	0.064658886056	0.3838530146086969
4	1.0144464368021748	0.2858529350519951	-0.1603946165317727	-1.3971119012473932	-1.125916771273008	-0.5547500683958331	0.2813887625370279	-0.2653531896287092	0.0358755639241483	-0.2628292685063063	-0.4204828622735477	-0.6541239968794711	0.9714328492602944	0.612607290566855	0.1800553270735011	0.8264957000092009	0.8838708196821599	-1.1038904033992287	-0.7769657049760674	0.0240599193507555	-0.1959691071481192	0.0371521279363163	-0.5601110657088987	0.3772085753232229	-3.1565096669010098	-1.3620481210457998	-0.8089535711172491	-1.7035688325755216	-2.277492793642688	-1.5554527065298231	-0.8640560368174168	-0.4801651975505605	0.0306316500649846	0.6107511965831991	-1.2652501140025598	-0.1999877968577769	0.1074301956638169	0.4345618237541622	-0.3942897259616625	-2.1413000306978525	-0.3150016038203261	0.0931533424050775	0.5695880472695725	0.3862455075357299	0.6731888842856366	0.0532256266149899	0.5443191075429931	-0.5216834991515369	1.4162271573886445	1.4377274461426803	1.8662299962817857	0.3363745297827647	-0.2624257983627205	0.2401386083293369	-5.802604256651742	-2.8170363107131995	-2.430033211303671	-0.3635076669645269	0.0630233035261626	0.0049392011719271
5	0.7713605121875695	-0.1429065220214655	0.0785547959356003	-0.7006296400477785	-0.2872296295150072	0.597940927699419	-0.0085467849449066	-0.2408731447717093	-0.021904492280083	-0.1818798265090363	0.0056976730916531	-0.1426498064234005	0.6356593644531607	1.1621514254161067	-0.0256408440240033	0.6267469308950548	1.0107145272549325	-0.4864293265055182	-0.1890544192692742	0.1090425576095925	-0.0115342359974493	0.0509045542557096	-0.4414535805307611	0.7107544481222651	-2.258139473438183	-0.7286324013367451	0.1637638852242	-1.0496330308585933	-1.3242513339184514	-0.4189980995410027	-0.1402364975201238	-0.6383591535548072	-0.045100779654158	0.4712741920091337	-0.6640583234719086	0.2758606088909987	0.0936391315334087	0.3829064702966006	-0.1187239629548126	-1.2104800669351006	-0.4951344671483674	-0.2018038514826464	0.0630952232750121	0.8902780011504486	0.9678160536947292	0.0686083216470431	0.0957023837376211	-0.1780372093433219	0.8485061392880661	2.0100613197167543	2.1149637063163094	0.3098002984550038	-0.5703090339158983	0.4103946430432382	-4.972392497187755	-2.0932877150475018	-1.3373436415423678	-0.3023261144696599	0.2290987787601326	0.514274812667727
6	1.0046560440774934	0.0679233540729292	-0.2801221998878608	-0.8801313516335543	-0.7174124241925144	-0.2666873793348498	0.2051647960920171	-0.0784871682722476	0.0306548001439133	0.2465655847694078	-0.1219811150605376	-0.4379067064079927	1.1109004073335011	0.9089644936708882	0.4901251302086516	0.7242599918123109	1.1868545156880763	-0.9319402962765492	-0.9213997017982092	0.1787515736053773	-0.1525928773168305	0.1633233685877738	-0.5215275797165686	0.2877513713929013	-2.7918967755772943	-0.8546594455505379	-0.3151852091764759	-1.1465549494064675	-1.8956692140841227	-1.29458736278154	-0.6861353703499953	-0.1305475609113047	0.4386448445495791	0.8048357933115329	-1.167200428998948	-0.2133635219056266	-0.0030669601594828	0.6676619315107185	-0.3819072710939245	-1.9489191065750824	0.1543810301972169	0.5461824719937586	0.8749907671214792	0.5569301018787111	0.6927545949704252	0.1660663537227281	0.3874028702753472	-0.667244453016786	1.7796084361039943	1.6204935356515586	1.8392734907485004	0.4590813375702278	-0.323223309762477	0.1393456934650546	-5.355986339394981	-2.376309721933296	-2.0556466133473856	-0.3223186974130503	0.102753547369054	0.1514255621382501
7	0.5908570438036918	0.1017421148152578	-0.0629132525088639	-0.8677013242234584	-0.823337522576489	0.1007945973969688	0.1779572455448044	-0.2816291904572915	0.1290931523302746	0.0993924141704102	-0.3462404223951232	-0.1483699204279864	1.0602980140802878	0.7581994904448649	0.2883658069042345	0.5055052439821112	1.1376951037189	-0.6428349620223961	-0.8432144233538057	-0.0650196202524068	-0.0964893019572797	-0.1128587287772862	-0.6494892777188537	0.4460808085753071	-2.7581751911613512	-1.0042005673904335	0.0858328324412913	-1.1337206637061263	-1.9748828824130755	-0.9219296293094486	-0.7581497545502507	-0.3543048744297452	0.6931691700926522	0.5156516038276441	-1.2136407915633551	-0.0152298992360391	0.0824525167205417	0.45355371251344	-0.2596688908752796	-1.9149410048540527	-0.2648952475430457	0.4855191170425054	0.6235611057876604	0.5369047278278722	0.7212076632418418	0.0260694526073944	0.2414979734329531	-0.4197205462842399	1.5139235442480423	1.6012785177797195	1.878631844283408	0.1355391174753706	-0.3149696358068878	0.2274576122242239	-5.327857793669515	-2.5273858434863112	-1.6317167886151158	-0.5774926998601639	0.1020703711753638	0.1027525309626344
8	0.7360226759543628	-0.1035934300651096	-0.2188512782691659	-0.5642500696565986	-0.4029194891743066	-0.5664851890278271	0.1603972918224952	-0.0083352963722667	0.0536062839519566	0.4690771349279158	0.1897741471543643	-0.8707254552662049	0.8685541669957448	0.8512103433332905	0.5311944008259004	0.5382320879628051	1.0479926238726465	-0.7345124297626406	-0.6298677512680941	0.2511009725671257	0.1893896270315642	0.1405054208831679	-0.2406273895082451	0.1823669786936665	-2.4556302032508333	-0.560624430646055	-0.5908282877063316	-0.8367538188897823	-1.549109452418406	-1.6379041799745382	-0.4391564217483181	-0.0265463191566388	0.1891923653841879	1.1380264798959288	-0.8249742910097786	-0.6095261645962993	0.0375797339206044	0.4495110545365464	-0.2236690184185288	-1.6475326952561808	0.1732850727309842	0.4278798532352069	0.8012616402389348	0.5976176141453453	0.914479084170559	0.1268035500424636	-0.0759009547427744	-0.8334525161179741	1.574951278493916	1.6392375901204823	2.157692583590201	0.3796754581885955	-0.3367851564670189	-0.1039653454188105	-5.0100801509997535	-2.0931514083538203	-2.35611094945389	-0.2045113243839225	0.0608739669211855	0.0595717616641029
9	0.6617877922269526	-0.4793101867702439	-0.5873611879128846	-0.5590627502595278	-0.7851910322609066	0.1176846742647863	0.0220408681639946	-0.4736708942847311	0.1136385644272142	-0.2956484498945007	-0.0010428140025531	0.0855144765517379	0.2057738682739154	0.5957958089082073	0.1396302969579099	0.7240800116598903	0.6884946643522789	-0.8335433806715631	-0.0542700412504519	0.0462112219996054	-0.1878491048815387	0.076966071119122	-0.6418164836343729	0.7605038823596678	-1.9146146376759576	-1.1515608202668222	-0.6427565240443263	-1.1353553320771212	-1.7600457080585683	-0.7100438011709924	0.0456476680240276	-0.5281081425270789	-0.0847049458814296	0.5107666002670728	-0.854816997030603	0.4872373792854931	0.1754196154447272	0.1757905383492295	-0.2729755538513251	-1.115706336165604	-0.2466933398338626	-0.2143613262370798	0.1920019508564339	0.2767456249633492	0.9281183835976616	0.045058484698892	0.0702516973675829	-0.0651252684831125	0.7222720269801451	1.3683185217081633	2.129847943039174	0.5760307952312824	-0.2121902337086503	0.7341601388343933	-4.608177290462669	-2.5353921896536384	-2.1934301314681592	-0.2706071110519382	0.0399936326754885	0.4011479282131366
10	0.9505807996468671	0.2310826224054056	-0.517228851452455	-0.5672350696664483	-0.9764245199913216	-0.9221646028055834	0.147150186139299	-0.143637867059898	0.1249504103063909	0.4391100499181611	-0.4000424258137449	-1.0654888280123649	1.0914851942019643	0.9218855437403152	0.2696407331099908	0.685721918664217	1.2975067015987811	-1.1815013534421523	-0.4575841245159819	0.2215865458980352	-0.1752319483068695	0.3698343431760885	-0.5539497942743004	0.1981248684483439	-2.4616058358017985	-1.0933810027263833	-0.983716848914112	-0.8550363477023262	-2.1526621218620323	-1.9554464990983584	-0.2936480840677231	-0.2209485828594637	0.0346187283950408	0.8779014098394815	-1.4798431362507551	-0.7315218606532701	0.1389870728484232	0.7129995560451361	-0.6008869687109676	-1.5246010338736695	0.1031853408082899	0.2119581123631843	0.866297343538615	0.5315561855965205	0.6530369054477647	0.148899108167444	0.3566027569388681	-1.0245870140380138	1.7409878872101603	1.6007406359039424	1.8183062061438413	0.4478800808481371	-0.3221869695290796	-0.0209763422383411	-5.01605578355072	-2.625907980434148	-2.74899951066167	-0.3847260003077777	0.142606863814694	0.0078394205198628
