label_id	Annotated Archetype
1	
2	1.0
3	
4	3.0
5	
6	
7	
8	2.0
9	
10	
11	
12	1.0
13	
14	1.0
15	
16	1.0
17	
18	1.0
19	
20	2.0
21	2.0
22	
23	3.0
24	
25	
26	1.0
27	
28	
29	
30	
31	
32	1.0
33	4.0
34	4.0
35	
36	
37	3.0
38	
39	
40	4.0
41	
42	
43	
44	
45	3.0
46	
47	
48	
49	
50	
51	
52	
53	2.0
54	
55	4.0
56	
57	
58	
59	
60	
61	
62	
63	
64	
65	
66	
67	2.0
68	
69	
70	
71	
72	2.0
73	2.0
74	
75	2.0
76	
77	
78	
79	
80	2.0
81	
82	2.0
83	
