label_id	feature 1_tagRFPtUtrCH_TFOR_pca_measured	feature 2_tagRFPtUtrCH_TFOR_pca_measured	feature 3_tagRFPtUtrCH_TFOR_pca_measured	feature 4_tagRFPtUtrCH_TFOR_pca_measured	feature 5_tagRFPtUtrCH_TFOR_pca_measured	feature 6_tagRFPtUtrCH_TFOR_pca_measured	feature 7_tagRFPtUtrCH_TFOR_pca_measured	feature 8_tagRFPtUtrCH_TFOR_pca_measured	feature 9_tagRFPtUtrCH_TFOR_pca_measured	feature 10_tagRFPtUtrCH_TFOR_pca_measured	feature 11_tagRFPtUtrCH_TFOR_pca_measured	feature 12_tagRFPtUtrCH_TFOR_pca_measured	feature 13_tagRFPtUtrCH_TFOR_pca_measured	feature 14_tagRFPtUtrCH_TFOR_pca_measured	feature 15_tagRFPtUtrCH_TFOR_pca_measured	feature 16_tagRFPtUtrCH_TFOR_pca_measured	feature 17_tagRFPtUtrCH_TFOR_pca_measured	feature 18_tagRFPtUtrCH_TFOR_pca_measured	feature 19_tagRFPtUtrCH_TFOR_pca_measured	feature 20_tagRFPtUtrCH_TFOR_pca_measured
1	1.3000471888424086	7.08097935246091	-0.9365801817050092	-0.2504220768053624	1.0669000581598558	1.429098805922656	0.9140381729417856	3.468287712648129	0.4747409464609684	1.4673617404787296	2.686112685922021	0.236618440576058	-1.3305168620196384	0.3441807269838129	-1.3133553746933742	-0.7445538099396151	-1.8422309822167195	0.7886619048495838	0.0991425697319399	0.7191894817806159
2	-3.5926318892463898	0.4593164502483128	2.408913872443669	-2.0667750699152307	1.4796167511147038	0.7066744702982072	-1.108968358043235	-2.2391588788583925	-1.936205202857724	-1.6137458516937122	0.999989668834394	1.0023146867677286	1.3193601035158795	-0.2289090670406077	-1.0776487282735188	0.3426802736209011	0.1626506899167124	0.0384972089634703	-0.2275488080197773	0.4290534321100547
3	-4.707583952926479	3.3097716176694645	0.0960961960621277	-0.4493630340418241	-0.0720562696279669	-0.7954277378196459	-0.6363095021170522	-0.0756952200998135	-0.5975714303141292	2.2027060700141434	1.1442585501578757	0.6784035696774813	0.3636750581083583	0.9314686796487373	1.060402691515385	0.2602332225295011	-0.8172516457679859	-0.4262604676791945	-0.0938069937412918	-0.5745730724655356
4	0.6755073432841747	2.016800250065886	3.34892938080921	-1.4405416492583416	2.35005520493418	-0.2168529025124078	0.289924267630721	-2.2032189601882437	-0.2571644529736598	-3.0147425893717767	0.4005225682499129	-0.9581105758704636	1.8864136133004088	-1.0011141897937788	-0.4600018918877189	-1.3525130026096197	0.9395573266563588	-0.0415755427557168	-1.057941720326513	2.7323243904766774
5	-0.2805343104216681	1.0002743013539528	2.2322257419249403	-0.8951672081332731	-0.9126270575847212	-0.6972577661909978	-1.058423641317544	-1.172666520196089	4.691752564416904	-0.1338346509115103	0.7661535992121025	0.9904751386590828	0.5825194725515948	1.6751681244782908	0.9829922314870432	-0.3548107605819719	-0.7598479356323472	1.1946330410077683	1.9052695808997568	0.1138964614651571
6	0.5721136620270789	4.494136567013869	-0.6480018545030896	-0.261020779283568	-4.197457520226888	2.9677818420968967	-0.3770659932378333	-1.2177097150463123	0.2301740339458072	-1.0246991304345838	-0.6477954903210341	-0.5839710699863452	1.724493659423821	-0.1584157374392727	-0.8828440363532429	0.7300229099688832	0.8640154329840032	2.159007701810259	0.6112473131861996	1.441007712475356
7	-0.4378505555036986	1.07337007928965	3.643232592121128	-0.5323471167532817	0.0763651740362285	1.1841727244123803	0.2659198616196345	-1.5277989717458569	-0.0626179512461224	0.0238593342550993	-0.3286097114147124	0.6443234509582583	-0.0135182293008542	-0.8450686427458373	-2.770495834541946	-1.040298960890271	-0.8251198281024029	-0.0061751756215645	0.3748320920477042	-1.1496252966413578
8	-2.1028051077569465	-3.3258137714939164	0.0896630763294117	-1.9338838614803968	0.7179759504856751	-0.3878391619538994	1.6696289388348633	1.471756476016946	1.31317257818281	0.3673591761672192	-0.3942429719986654	1.7212932803473862	0.5355939680399694	-0.2401130859926234	0.0876333379033869	0.3319565891068042	-0.418285693034085	-0.6609994126089571	-1.4706017982416937	0.8274269171812041
9	-4.513840292245378	-4.016425158939166	3.8828308354288783	0.7477226433940599	3.6001443787901444	-1.4410535654983017	-0.2277539967503538	-1.2319200139404238	-1.7690911509124827	0.9339361947793888	0.5423831586144969	1.809777280656292	0.3108854630719141	0.4430990079237317	-0.4903282937791609	1.0910252111684775	-1.1249351096384146	0.8071988605236976	-1.2762249786391786	0.405803143654536
10	1.2623681338704629	1.6399064613710668	-0.2970496688270467	-1.4794880201623468	-2.536544175972223	-0.075859584401393	-2.897668179758444	-4.252933219649852	1.6827325390277077	-1.2156754656737254	3.0425395959239303	-0.376568817789157	-1.5140819099193314	1.3590809888811612	1.8687635247675007	0.5766137022785107	1.018460715263968	3.341125758542514	-0.5020244671000539	0.3923381569799373
