label_id	Predicted Archetype
1	1
2	1
3	1
4	3
5	3
6	1
7	1
8	2
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	3
17	3
18	1
19	4
20	1
21	2
22	1
23	2
24	3
25	4
26	1
27	4
28	3
29	2
30	1
31	2
32	1
33	2
34	2
35	1
36	1
37	1
38	1
39	2
40	1
41	2
42	2
43	2
44	3
45	2
46	1
47	1
48	1
49	1
50	1
51	2
52	1
53	3
54	2
55	2
56	2
57	1
58	2
59	2
60	1
61	2
62	2
63	1
64	2
65	2
66	2
67	2
68	2
69	1
70	2
71	2
72	2
73	1
74	1
75	2
76	2
77	2
78	2
79	3
80	2
81	2
82	2
83	4
84	2
85	2
86	3
87	1
88	2
89	2
90	2
91	1
92	2
93	2
94	2
95	1
96	3
97	1
98	2
99	2
100	2
101	2
102	2
103	3
104	2
105	3
106	3
107	3
